luke_window_start_ref,luke_window_center_ref,luke_window_end_ref,rank,matt_window_start_ref,matt_window_center_ref,matt_window_end_ref,score
Luke 15:3,Luke 15:4,Luke 15:5,5,Matt 23:2,Matt 23:3,Matt 23:4,0.099611
Luke 15:3,Luke 15:4,Luke 15:5,6,Matt 23:4,Matt 23:5,Matt 23:6,0.094531
Luke 15:3,Luke 15:4,Luke 15:5,7,Matt 12:11,Matt 12:12,Matt 12:13,0.090828
Luke 15:3,Luke 15:4,Luke 15:5,8,Matt 12:10,Matt 12:11,Matt 12:12,0.090724
Luke 15:3,Luke 15:4,Luke 15:5,9,Matt 23:3,Matt 23:4,Matt 23:5,0.089962
Luke 15:3,Luke 15:4,Luke 15:5,10,Matt 12:9,Matt 12:10,Matt 12:11,0.087143
Luke 15:4,Luke 15:5,Luke 15:6,1,Matt 18:12,Matt 18:13,Matt 18:14,0.239227
Luke 15:4,Luke 15:5,Luke 15:6,2,Matt 18:10,Matt 18:12,Matt 18:13,0.203639
Luke 15:4,Luke 15:5,Luke 15:6,3,Matt 18:13,Matt 18:14,Matt 18:15,0.143192
Luke 15:4,Luke 15:5,Luke 15:6,4,Matt 18:9,Matt 18:10,Matt 18:12,0.135547
Luke 15:4,Luke 15:5,Luke 15:6,5,Matt 15:23,Matt 15:24,Matt 15:25,0.128706
Luke 15:4,Luke 15:5,Luke 15:6,6,Matt 15:24,Matt 15:25,Matt 15:26,0.124307
Luke 15:4,Luke 15:5,Luke 15:6,7,Matt 10:5,Matt 10:6,Matt 10:7,0.118907
Luke 15:4,Luke 15:5,Luke 15:6,8,Matt 10:6,Matt 10:7,Matt 10:8,0.111616
Luke 15:4,Luke 15:5,Luke 15:6,9,Matt 10:4,Matt 10:5,Matt 10:6,0.110759
Luke 15:4,Luke 15:5,Luke 15:6,10,Matt 10:38,Matt 10:39,Matt 10:40,0.109387
Luke 15:5,Luke 15:6,Luke 15:7,1,Matt 18:12,Matt 18:13,Matt 18:14,0.171223
Luke 15:5,Luke 15:6,Luke 15:7,2,Matt 18:10,Matt 18:12,Matt 18:13,0.15935
Luke 15:5,Luke 15:6,Luke 15:7,3,Matt 18:13,Matt 18:14,Matt 18:15,0.129379
Luke 15:5,Luke 15:6,Luke 15:7,4,Matt 9:11,Matt 9:12,Matt 9:13,0.105001
Luke 15:5,Luke 15:6,Luke 15:7,5,Matt 9:10,Matt 9:11,Matt 9:12,0.094435
Luke 15:5,Luke 15:6,Luke 15:7,6,Matt 18:9,Matt 18:10,Matt 18:12,0.091582
Luke 15:5,Luke 15:6,Luke 15:7,7,Matt 9:12,Matt 9:13,Matt 9:14,0.091183
Luke 15:5,Luke 15:6,Luke 15:7,8,Matt 14:16,Matt 14:17,Matt 14:18,0.087487
Luke 15:5,Luke 15:6,Luke 15:7,9,Matt 15:23,Matt 15:24,Matt 15:25,0.086784
Luke 15:5,Luke 15:6,Luke 15:7,10,Matt 23:2,Matt 23:3,Matt 23:4,0.086172
Luke 15:6,Luke 15:7,Luke 15:8,1,Matt 18:12,Matt 18:13,Matt 18:14,0.152583
Luke 15:6,Luke 15:7,Luke 15:8,2,Matt 18:10,Matt 18:12,Matt 18:13,0.137339
Luke 15:6,Luke 15:7,Luke 15:8,3,Matt 18:13,Matt 18:14,Matt 18:15,0.108521
Luke 15:6,Luke 15:7,Luke 15:8,4,Matt 9:10,Matt 9:11,Matt 9:12,0.097549
Luke 15:6,Luke 15:7,Luke 15:8,5,Matt 9:11,Matt 9:12,Matt 9:13,0.097456
Luke 15:6,Luke 15:7,Luke 15:8,6,Matt 18:9,Matt 18:10,Matt 18:12,0.092093
Luke 15:6,Luke 15:7,Luke 15:8,7,Matt 9:12,Matt 9:13,Matt 9:14,0.085462
Luke 15:6,Luke 15:7,Luke 15:8,8,Matt 14:16,Matt 14:17,Matt 14:18,0.079318
Luke 15:6,Luke 15:7,Luke 15:8,9,Matt 15:23,Matt 15:24,Matt 15:25,0.077687
Luke 15:6,Luke 15:7,Luke 15:8,10,Matt 15:24,Matt 15:25,Matt 15:26,0.076474
Luke 15:7,Luke 15:8,Luke 15:9,1,Matt 18:12,Matt 18:13,Matt 18:14,0.141004
Luke 15:7,Luke 15:8,Luke 15:9,2,Matt 18:10,Matt 18:12,Matt 18:13,0.125187
Luke 15:7,Luke 15:8,Luke 15:9,3,Matt 18:13,Matt 18:14,Matt 18:15,0.107371
Luke 15:7,Luke 15:8,Luke 15:9,4,Matt 9:11,Matt 9:12,Matt 9:13,0.089859
Luke 15:7,Luke 15:8,Luke 15:9,5,Matt 9:10,Matt 9:11,Matt 9:12,0.088757
Luke 15:7,Luke 15:8,Luke 15:9,6,Matt 9:12,Matt 9:13,Matt 9:14,0.078091
Luke 15:7,Luke 15:8,Luke 15:9,7,Matt 18:9,Matt 18:10,Matt 18:12,0.076479
Luke 15:7,Luke 15:8,Luke 15:9,8,Matt 14:16,Matt 14:17,Matt 14:18,0.07316
Luke 15:7,Luke 15:8,Luke 15:9,9,Matt 10:38,Matt 10:39,Matt 10:40,0.067611
Luke 15:7,Luke 15:8,Luke 15:9,10,Matt 13:44,Matt 13:45,Matt 13:46,0.066482
Luke 15:8,Luke 15:9,Luke 15:10,1,Matt 10:38,Matt 10:39,Matt 10:40,0.068923
Luke 15:8,Luke 15:9,Luke 15:10,2,Matt 18:12,Matt 18:13,Matt 18:14,0.064964
Luke 15:8,Luke 15:9,Luke 15:10,3,Matt 7:7,Matt 7:8,Matt 7:9,0.064251
Luke 15:8,Luke 15:9,Luke 15:10,4,Matt 10:37,Matt 10:38,Matt 10:39,0.060383
Luke 15:8,Luke 15:9,Luke 15:10,5,Matt 16:23,Matt 16:24,Matt 16:25,0.058662
Luke 15:8,Luke 15:9,Luke 15:10,6,Matt 12:43,Matt 12:44,Matt 12:45,0.057644
Luke 15:8,Luke 15:9,Luke 15:10,7,Matt 16:25,Matt 16:26,Matt 16:27,0.057385
Luke 15:8,Luke 15:9,Luke 15:10,8,Matt 18:13,Matt 18:14,Matt 18:15,0.056777
Luke 15:8,Luke 15:9,Luke 15:10,9,Matt 13:44,Matt 13:45,Matt 13:46,0.056774
Luke 15:8,Luke 15:9,Luke 15:10,10,Matt 18:10,Matt 18:12,Matt 18:13,0.055889
Luke 15:9,Luke 15:10,Luke 15:11,1,Matt 11:19,Matt 11:20,Matt 11:21,0.085877
Luke 15:9,Luke 15:10,Luke 15:11,2,Matt 11:18,Matt 11:19,Matt 11:20,0.080953
Luke 15:9,Luke 15:10,Luke 15:11,3,Matt 20:19,Matt 20:20,Matt 20:21,0.073708
Luke 15:9,Luke 15:10,Luke 15:11,4,Matt 20:20,Matt 20:21,Matt 20:22,0.073349
Luke 15:9,Luke 15:10,Luke 15:11,5,Matt 22:30,Matt 22:31,Matt 22:32,0.067961
Luke 15:9,Luke 15:10,Luke 15:11,6,Matt 11:17,Matt 11:18,Matt 11:19,0.067148
Luke 15:9,Luke 15:10,Luke 15:11,7,Matt 16:23,Matt 16:24,Matt 16:25,0.062483
Luke 15:9,Luke 15:10,Luke 15:11,8,Matt 22:29,Matt 22:30,Matt 22:31,0.061937
Luke 15:9,Luke 15:10,Luke 15:11,9,Matt 11:20,Matt 11:21,Matt 11:22,0.061375
Luke 15:9,Luke 15:10,Luke 15:11,10,Matt 10:38,Matt 10:39,Matt 10:40,0.058523
Luke 15:10,Luke 15:11,Luke 15:12,1,Matt 11:26,Matt 11:27,Matt 11:28,0.105264
Luke 15:10,Luke 15:11,Luke 15:12,2,Matt 11:25,Matt 11:26,Matt 11:27,0.10506
Luke 15:10,Luke 15:11,Luke 15:12,3,Matt 16:13,Matt 16:14,Matt 16:15,0.083126
Luke 15:10,Luke 15:11,Luke 15:12,4,Matt 20:19,Matt 20:20,Matt 20:21,0.081589
Luke 15:10,Luke 15:11,Luke 15:12,5,Matt 21:37,Matt 21:38,Matt 21:39,0.079869
Luke 15:10,Luke 15:11,Luke 15:12,6,Matt 20:20,Matt 20:21,Matt 20:22,0.079257
Luke 15:10,Luke 15:11,Luke 15:12,7,Matt 11:27,Matt 11:28,Matt 11:29,0.077234
Luke 15:10,Luke 15:11,Luke 15:12,8,Matt 20:21,Matt 20:22,Matt 20:23,0.075748
Luke 15:10,Luke 15:11,Luke 15:12,9,Matt 21:36,Matt 21:37,Matt 21:38,0.074702
Luke 15:10,Luke 15:11,Luke 15:12,10,Matt 15:4,Matt 15:5,Matt 15:6,0.072643
Luke 15:11,Luke 15:12,Luke 15:13,1,Matt 11:26,Matt 11:27,Matt 11:28,0.091954
Luke 15:11,Luke 15:12,Luke 15:13,2,Matt 11:25,Matt 11:26,Matt 11:27,0.088249
Luke 15:11,Luke 15:12,Luke 15:13,3,Matt 21:37,Matt 21:38,Matt 21:39,0.075721
Luke 15:11,Luke 15:12,Luke 15:13,4,Matt 11:27,Matt 11:28,Matt 11:29,0.075714
Luke 15:11,Luke 15:12,Luke 15:13,5,Matt 21:36,Matt 21:37,Matt 21:38,0.074886
Luke 15:11,Luke 15:12,Luke 15:13,6,Matt 20:19,Matt 20:20,Matt 20:21,0.071101
Luke 15:11,Luke 15:12,Luke 15:13,7,Matt 9:15,Matt 9:16,Matt 9:17,0.064932
Luke 15:11,Luke 15:12,Luke 15:13,8,Matt 20:20,Matt 20:21,Matt 20:22,0.064623
Luke 15:11,Luke 15:12,Luke 15:13,9,Matt 9:16,Matt 9:17,Matt 9:18,0.062607
Luke 15:11,Luke 15:12,Luke 15:13,10,Matt 16:13,Matt 16:14,Matt 16:15,0.0624
Luke 15:12,Luke 15:13,Luke 15:14,1,Matt 11:26,Matt 11:27,Matt 11:28,0.076444
Luke 15:12,Luke 15:13,Luke 15:14,2,Matt 11:25,Matt 11:26,Matt 11:27,0.076105
Luke 15:12,Luke 15:13,Luke 15:14,3,Matt 11:27,Matt 11:28,Matt 11:29,0.060716
Luke 15:12,Luke 15:13,Luke 15:14,4,Matt 9:15,Matt 9:16,Matt 9:17,0.060317
Luke 15:12,Luke 15:13,Luke 15:14,5,Matt 9:16,Matt 9:17,Matt 9:18,0.059948
Luke 15:12,Luke 15:13,Luke 15:14,6,Matt 8:28,Matt 8:29,Matt 8:30,0.058029
Luke 15:12,Luke 15:13,Luke 15:14,7,Matt 9:17,Matt 9:18,Matt 9:19,0.056966
Luke 15:12,Luke 15:13,Luke 15:14,8,Matt 25:30,Matt 25:31,Matt 25:32,0.053296
Luke 15:12,Luke 15:13,Luke 15:14,9,Matt 28:18,Matt 28:19,Matt 28:20,0.052882
Luke 15:12,Luke 15:13,Luke 15:14,10,Matt 19:18,Matt 19:19,Matt 19:20,0.052629
Luke 15:13,Luke 15:14,Luke 15:15,1,Matt 8:28,Matt 8:29,Matt 8:30,0.102673
Luke 15:13,Luke 15:14,Luke 15:15,2,Matt 8:30,Matt 8:31,Matt 8:32,0.082757
Luke 15:13,Luke 15:14,Luke 15:15,3,Matt 8:29,Matt 8:30,Matt 8:31,0.073431
Luke 15:13,Luke 15:14,Luke 15:15,4,Matt 8:31,Matt 8:32,Matt 8:33,0.063079
Luke 15:13,Luke 15:14,Luke 15:15,5,Matt 8:27,Matt 8:28,Matt 8:29,0.059355
Luke 15:13,Luke 15:14,Luke 15:15,6,Matt 8:32,Matt 8:33,Matt 8:34,0.055932
Luke 15:13,Luke 15:14,Luke 15:15,7,Matt 8:26,Matt 8:27,Matt 8:28,0.051679
Luke 15:13,Luke 15:14,Luke 15:15,8,Matt 22:9,Matt 22:10,Matt 22:11,0.051027
Luke 15:13,Luke 15:14,Luke 15:15,9,Matt 25:30,Matt 25:31,Matt 25:32,0.050954
Luke 15:13,Luke 15:14,Luke 15:15,10,Matt 25:13,Matt 25:14,Matt 25:15,0.05041
Luke 15:14,Luke 15:15,Luke 15:16,1,Matt 8:30,Matt 8:31,Matt 8:32,0.130903
Luke 15:14,Luke 15:15,Luke 15:16,2,Matt 8:31,Matt 8:32,Matt 8:33,0.112896
Luke 15:14,Luke 15:15,Luke 15:16,3,Matt 8:28,Matt 8:29,Matt 8:30,0.094039
Luke 15:14,Luke 15:15,Luke 15:16,4,Matt 8:29,Matt 8:30,Matt 8:31,0.092124
Luke 15:14,Luke 15:15,Luke 15:16,5,Matt 8:32,Matt 8:33,Matt 8:34,0.079635
Luke 15:14,Luke 15:15,Luke 15:16,6,Matt 27:8,Matt 27:9,Matt 27:10,0.057455
Luke 15:14,Luke 15:15,Luke 15:16,7,Matt 22:5,Matt 22:6,Matt 22:7,0.05468
Luke 15:14,Luke 15:15,Luke 15:16,8,Matt 8:27,Matt 8:28,Matt 8:29,0.051676
Luke 15:14,Luke 15:15,Luke 15:16,9,Matt 7:6,Matt 7:7,Matt 7:8,0.051656
Luke 15:14,Luke 15:15,Luke 15:16,10,Matt 27:6,Matt 27:7,Matt 27:8,0.050375
Luke 15:15,Luke 15:16,Luke 15:17,1,Matt 8:30,Matt 8:31,Matt 8:32,0.130805
Luke 15:15,Luke 15:16,Luke 15:17,2,Matt 8:31,Matt 8:32,Matt 8:33,0.110621
Luke 15:15,Luke 15:16,Luke 15:17,3,Matt 8:29,Matt 8:30,Matt 8:31,0.108343
Luke 15:15,Luke 15:16,Luke 15:17,4,Matt 8:28,Matt 8:29,Matt 8:30,0.089829
Luke 15:15,Luke 15:16,Luke 15:17,5,Matt 8:32,Matt 8:33,Matt 8:34,0.072752
Luke 15:15,Luke 15:16,Luke 15:17,6,Matt 14:16,Matt 14:17,Matt 14:18,0.06012
Luke 15:15,Luke 15:16,Luke 15:17,7,Matt 14:18,Matt 14:19,Matt 14:20,0.058616
Luke 15:15,Luke 15:16,Luke 15:17,8,Matt 27:8,Matt 27:9,Matt 27:10,0.055743
Luke 15:15,Luke 15:16,Luke 15:17,9,Matt 14:8,Matt 14:9,Matt 14:10,0.055542
Luke 15:15,Luke 15:16,Luke 15:17,10,Matt 22:5,Matt 22:6,Matt 22:7,0.055402
Luke 15:16,Luke 15:17,Luke 15:18,1,Matt 11:25,Matt 11:26,Matt 11:27,0.100353
Luke 15:16,Luke 15:17,Luke 15:18,2,Matt 11:26,Matt 11:27,Matt 11:28,0.090527
Luke 15:16,Luke 15:17,Luke 15:18,3,Matt 15:4,Matt 15:5,Matt 15:6,0.084119
Luke 15:16,Luke 15:17,Luke 15:18,4,Matt 6:9,Matt 6:10,Matt 6:11,0.08008
Luke 15:16,Luke 15:17,Luke 15:18,5,Matt 8:30,Matt 8:31,Matt 8:32,0.076875
Luke 15:16,Luke 15:17,Luke 15:18,6,Matt 15:3,Matt 15:4,Matt 15:5,0.073973
Luke 15:16,Luke 15:17,Luke 15:18,7,Matt 6:8,Matt 6:9,Matt 6:10,0.070756
Luke 15:16,Luke 15:17,Luke 15:18,8,Matt 14:16,Matt 14:17,Matt 14:18,0.070727
Luke 15:16,Luke 15:17,Luke 15:18,9,Matt 11:27,Matt 11:28,Matt 11:29,0.070681
Luke 15:16,Luke 15:17,Luke 15:18,10,Matt 14:18,Matt 14:19,Matt 14:20,0.06959
Luke 15:17,Luke 15:18,Luke 15:19,1,Matt 10:37,Matt 10:38,Matt 10:39,0.12017
Luke 15:17,Luke 15:18,Luke 15:19,2,Matt 10:36,Matt 10:37,Matt 10:38,0.110788
Luke 15:17,Luke 15:18,Luke 15:19,3,Matt 10:35,Matt 10:36,Matt 10:37,0.101992
Luke 15:17,Luke 15:18,Luke 15:19,4,Matt 11:25,Matt 11:26,Matt 11:27,0.10068
Luke 15:17,Luke 15:18,Luke 15:19,5,Matt 11:26,Matt 11:27,Matt 11:28,0.092863
Luke 15:17,Luke 15:18,Luke 15:19,6,Matt 15:4,Matt 15:5,Matt 15:6,0.083116
Luke 15:17,Luke 15:18,Luke 15:19,7,Matt 23:9,Matt 23:10,Matt 23:11,0.081914
Luke 15:17,Luke 15:18,Luke 15:19,8,Matt 23:8,Matt 23:9,Matt 23:10,0.079864
Luke 15:17,Luke 15:18,Luke 15:19,9,Matt 6:9,Matt 6:10,Matt 6:11,0.079188
Luke 15:17,Luke 15:18,Luke 15:19,10,Matt 23:7,Matt 23:8,Matt 23:9,0.075287
Luke 15:18,Luke 15:19,Luke 15:20,1,Matt 11:25,Matt 11:26,Matt 11:27,0.118366
Luke 15:18,Luke 15:19,Luke 15:20,2,Matt 10:35,Matt 10:36,Matt 10:37,0.112577
Luke 15:18,Luke 15:19,Luke 15:20,3,Matt 10:36,Matt 10:37,Matt 10:38,0.108724
Luke 15:18,Luke 15:19,Luke 15:20,4,Matt 11:26,Matt 11:27,Matt 11:28,0.108177
Luke 15:18,Luke 15:19,Luke 15:20,5,Matt 10:37,Matt 10:38,Matt 10:39,0.105317
Luke 15:18,Luke 15:19,Luke 15:20,6,Matt 15:4,Matt 15:5,Matt 15:6,0.104064
Luke 15:18,Luke 15:19,Luke 15:20,7,Matt 23:9,Matt 23:10,Matt 23:11,0.091863
Luke 15:18,Luke 15:19,Luke 15:20,8,Matt 15:3,Matt 15:4,Matt 15:5,0.087093
Luke 15:18,Luke 15:19,Luke 15:20,9,Matt 23:8,Matt 23:9,Matt 23:10,0.086864
Luke 15:18,Luke 15:19,Luke 15:20,10,Matt 23:7,Matt 23:8,Matt 23:9,0.084423
Luke 15:19,Luke 15:20,Luke 15:21,1,Matt 10:36,Matt 10:37,Matt 10:38,0.163419
Luke 15:19,Luke 15:20,Luke 15:21,2,Matt 10:37,Matt 10:38,Matt 10:39,0.15602
Luke 15:19,Luke 15:20,Luke 15:21,3,Matt 10:35,Matt 10:36,Matt 10:37,0.140936
Luke 15:19,Luke 15:20,Luke 15:21,4,Matt 10:11,Matt 10:12,Matt 10:13,0.114068
Luke 15:19,Luke 15:20,Luke 15:21,5,Matt 11:25,Matt 11:26,Matt 11:27,0.099713
Luke 15:19,Luke 15:20,Luke 15:21,6,Matt 19:4,Matt 19:5,Matt 19:6,0.095883
Luke 15:19,Luke 15:20,Luke 15:21,7,Matt 10:12,Matt 10:13,Matt 10:14,0.093535
Luke 15:19,Luke 15:20,Luke 15:21,8,Matt 11:26,Matt 11:27,Matt 11:28,0.093224
Luke 15:19,Luke 15:20,Luke 15:21,9,Matt 19:5,Matt 19:6,Matt 19:7,0.092263
Luke 15:19,Luke 15:20,Luke 15:21,10,Matt 22:7,Matt 22:8,Matt 22:9,0.091501
Luke 15:20,Luke 15:21,Luke 15:22,1,Matt 11:25,Matt 11:26,Matt 11:27,0.113859
Luke 15:20,Luke 15:21,Luke 15:22,2,Matt 10:35,Matt 10:36,Matt 10:37,0.104883
Luke 15:20,Luke 15:21,Luke 15:22,3,Matt 11:26,Matt 11:27,Matt 11:28,0.103682
Luke 15:20,Luke 15:21,Luke 15:22,4,Matt 21:36,Matt 21:37,Matt 21:38,0.099814
Luke 15:20,Luke 15:21,Luke 15:22,5,Matt 10:36,Matt 10:37,Matt 10:38,0.097615
Luke 15:20,Luke 15:21,Luke 15:22,6,Matt 15:4,Matt 15:5,Matt 15:6,0.096811
Luke 15:20,Luke 15:21,Luke 15:22,7,Matt 10:37,Matt 10:38,Matt 10:39,0.095963
Luke 15:20,Luke 15:21,Luke 15:22,8,Matt 21:37,Matt 21:38,Matt 21:39,0.088906
Luke 15:20,Luke 15:21,Luke 15:22,9,Matt 21:35,Matt 21:36,Matt 21:37,0.082515
Luke 15:20,Luke 15:21,Luke 15:22,10,Matt 15:3,Matt 15:4,Matt 15:5,0.08168
Luke 15:21,Luke 15:22,Luke 15:23,1,Matt 21:36,Matt 21:37,Matt 21:38,0.101127
Luke 15:21,Luke 15:22,Luke 15:23,2,Matt 10:36,Matt 10:37,Matt 10:38,0.099279
Luke 15:21,Luke 15:22,Luke 15:23,3,Matt 10:37,Matt 10:38,Matt 10:39,0.096308
Luke 15:21,Luke 15:22,Luke 15:23,4,Matt 10:35,Matt 10:36,Matt 10:37,0.089111
Luke 15:21,Luke 15:22,Luke 15:23,5,Matt 22:2,Matt 22:3,Matt 22:4,0.088725
Luke 15:21,Luke 15:22,Luke 15:23,6,Matt 21:35,Matt 21:36,Matt 21:37,0.088092
Luke 15:21,Luke 15:22,Luke 15:23,7,Matt 21:37,Matt 21:38,Matt 21:39,0.086487
Luke 15:21,Luke 15:22,Luke 15:23,8,Matt 11:25,Matt 11:26,Matt 11:27,0.082523
Luke 15:21,Luke 15:22,Luke 15:23,9,Matt 22:6,Matt 22:7,Matt 22:8,0.080063
Luke 15:21,Luke 15:22,Luke 15:23,10,Matt 14:9,Matt 14:10,Matt 14:11,0.079874
Luke 15:22,Luke 15:23,Luke 15:24,1,Matt 14:9,Matt 14:10,Matt 14:11,0.07914
Luke 15:22,Luke 15:23,Luke 15:24,2,Matt 14:10,Matt 14:11,Matt 14:12,0.078348
Luke 15:22,Luke 15:23,Luke 15:24,3,Matt 14:11,Matt 14:12,Matt 14:13,0.069551
Luke 15:22,Luke 15:23,Luke 15:24,4,Matt 21:35,Matt 21:36,Matt 21:37,0.060118
Luke 15:22,Luke 15:23,Luke 15:24,5,Matt 22:2,Matt 22:3,Matt 22:4,0.057736
Luke 15:22,Luke 15:23,Luke 15:24,6,Matt 21:36,Matt 21:37,Matt 21:38,0.057725
Luke 15:22,Luke 15:23,Luke 15:24,7,Matt 21:34,Matt 21:35,Matt 21:36,0.05623
Luke 15:22,Luke 15:23,Luke 15:24,8,Matt 22:4,Matt 22:5,Matt 22:6,0.055201
Luke 15:22,Luke 15:23,Luke 15:24,9,Matt 22:3,Matt 22:4,Matt 22:5,0.054577
Luke 15:22,Luke 15:23,Luke 15:24,10,Matt 8:20,Matt 8:21,Matt 8:22,0.053361
Luke 15:23,Luke 15:24,Luke 15:25,1,Matt 13:36,Matt 13:37,Matt 13:38,0.104862
Luke 15:23,Luke 15:24,Luke 15:25,2,Matt 13:37,Matt 13:38,Matt 13:39,0.089326
Luke 15:23,Luke 15:24,Luke 15:25,3,Matt 14:10,Matt 14:11,Matt 14:12,0.073144
Luke 15:23,Luke 15:24,Luke 15:25,4,Matt 13:38,Matt 13:39,Matt 13:40,0.072694
Luke 15:23,Luke 15:24,Luke 15:25,5,Matt 14:11,Matt 14:12,Matt 14:13,0.072351
Luke 15:23,Luke 15:24,Luke 15:25,6,Matt 14:9,Matt 14:10,Matt 14:11,0.069032
Luke 15:23,Luke 15:24,Luke 15:25,7,Matt 26:45,Matt 26:46,Matt 26:47,0.061369
Luke 15:23,Luke 15:24,Luke 15:25,8,Matt 13:35,Matt 13:36,Matt 13:37,0.056219
Luke 15:23,Luke 15:24,Luke 15:25,9,Matt 21:37,Matt 21:38,Matt 21:39,0.055708
Luke 15:23,Luke 15:24,Luke 15:25,10,Matt 21:36,Matt 21:37,Matt 21:38,0.051986
Luke 15:24,Luke 15:25,Luke 15:26,1,Matt 13:36,Matt 13:37,Matt 13:38,0.113426
Luke 15:24,Luke 15:25,Luke 15:26,2,Matt 13:37,Matt 13:38,Matt 13:39,0.100623
Luke 15:24,Luke 15:25,Luke 15:26,3,Matt 13:38,Matt 13:39,Matt 13:40,0.083234
Luke 15:24,Luke 15:25,Luke 15:26,4,Matt 21:9,Matt 21:10,Matt 21:11,0.06922
Luke 15:24,Luke 15:25,Luke 15:26,5,Matt 26:45,Matt 26:46,Matt 26:47,0.069057
Luke 15:24,Luke 15:25,Luke 15:26,6,Matt 17:4,Matt 17:5,Matt 17:6,0.064856
Luke 15:24,Luke 15:25,Luke 15:26,7,Matt 20:19,Matt 20:20,Matt 20:21,0.063726
Luke 15:24,Luke 15:25,Luke 15:26,8,Matt 16:20,Matt 16:21,Matt 16:22,0.060874
Luke 15:24,Luke 15:25,Luke 15:26,9,Matt 16:21,Matt 16:22,Matt 16:23,0.060482
Luke 15:24,Luke 15:25,Luke 15:26,10,Matt 24:39,Matt 24:40,Matt 24:41,0.060442
Luke 15:25,Luke 15:26,Luke 15:27,1,Matt 13:36,Matt 13:37,Matt 13:38,0.101194
Luke 15:25,Luke 15:26,Luke 15:27,2,Matt 12:48,Matt 12:49,Matt 12:50,0.090001
Luke 15:25,Luke 15:26,Luke 15:27,3,Matt 12:47,Matt 12:48,Matt 12:49,0.084221
Luke 15:25,Luke 15:26,Luke 15:27,4,Matt 13:37,Matt 13:38,Matt 13:39,0.083039
Luke 15:25,Luke 15:26,Luke 15:27,5,Matt 12:46,Matt 12:47,Matt 12:48,0.074255
Luke 15:25,Luke 15:26,Luke 15:27,6,Matt 26:45,Matt 26:46,Matt 26:47,0.067901
Luke 15:25,Luke 15:26,Luke 15:27,7,Matt 13:38,Matt 13:39,Matt 13:40,0.067818
Luke 15:25,Luke 15:26,Luke 15:27,8,Matt 5:22,Matt 5:23,Matt 5:24,0.065902
Luke 15:25,Luke 15:26,Luke 15:27,9,Matt 18:14,Matt 18:15,Matt 18:16,0.065244
Luke 15:25,Luke 15:26,Luke 15:27,10,Matt 18:13,Matt 18:14,Matt 18:15,0.064457
Luke 15:26,Luke 15:27,Luke 15:28,1,Matt 12:48,Matt 12:49,Matt 12:50,0.096364
Luke 15:26,Luke 15:27,Luke 15:28,2,Matt 12:47,Matt 12:48,Matt 12:49,0.08657
Luke 15:26,Luke 15:27,Luke 15:28,3,Matt 5:22,Matt 5:23,Matt 5:24,0.077728
Luke 15:26,Luke 15:27,Luke 15:28,4,Matt 12:46,Matt 12:47,Matt 12:48,0.076928
Luke 15:26,Luke 15:27,Luke 15:28,5,Matt 5:21,Matt 5:22,Matt 5:23,0.07249
Luke 15:26,Luke 15:27,Luke 15:28,6,Matt 21:29,Matt 21:30,Matt 21:31,0.070802
Luke 15:26,Luke 15:27,Luke 15:28,7,Matt 18:13,Matt 18:14,Matt 18:15,0.06979
Luke 15:26,Luke 15:27,Luke 15:28,8,Matt 5:20,Matt 5:21,Matt 5:22,0.069655
Luke 15:26,Luke 15:27,Luke 15:28,9,Matt 23:36,Matt 23:37,Matt 23:38,0.069444
Luke 15:26,Luke 15:27,Luke 15:28,10,Matt 9:38,Matt 10:1,Matt 10:2,0.066446
Luke 15:27,Luke 15:28,Luke 15:29,1,Matt 15:3,Matt 15:4,Matt 15:5,0.103804
Luke 15:27,Luke 15:28,Luke 15:29,2,Matt 21:29,Matt 21:30,Matt 21:31,0.098416
Luke 15:27,Luke 15:28,Luke 15:29,3,Matt 15:4,Matt 15:5,Matt 15:6,0.088467
Luke 15:27,Luke 15:28,Luke 15:29,4,Matt 12:48,Matt 12:49,Matt 12:50,0.084044
Luke 15:27,Luke 15:28,Luke 15:29,5,Matt 11:25,Matt 11:26,Matt 11:27,0.08063
Luke 15:27,Luke 15:28,Luke 15:29,6,Matt 12:47,Matt 12:48,Matt 12:49,0.078511
Luke 15:27,Luke 15:28,Luke 15:29,7,Matt 15:5,Matt 15:6,Matt 15:7,0.074147
Luke 15:27,Luke 15:28,Luke 15:29,8,Matt 11:26,Matt 11:27,Matt 11:28,0.070497
Luke 15:27,Luke 15:28,Luke 15:29,9,Matt 15:2,Matt 15:3,Matt 15:4,0.07027
Luke 15:27,Luke 15:28,Luke 15:29,10,Matt 6:6,Matt 6:7,Matt 6:8,0.07002
Luke 15:28,Luke 15:29,Luke 15:30,1,Matt 21:29,Matt 21:30,Matt 21:31,0.104531
Luke 15:28,Luke 15:29,Luke 15:30,2,Matt 21:30,Matt 21:31,Matt 21:32,0.08299
Luke 15:28,Luke 15:29,Luke 15:30,3,Matt 15:3,Matt 15:4,Matt 15:5,0.082913
Luke 15:28,Luke 15:29,Luke 15:30,4,Matt 24:34,Matt 24:35,Matt 24:36,0.069875
Luke 15:28,Luke 15:29,Luke 15:30,5,Matt 26:32,Matt 26:33,Matt 26:34,0.069187
Luke 15:28,Luke 15:29,Luke 15:30,6,Matt 11:25,Matt 11:26,Matt 11:27,0.068043
Luke 15:28,Luke 15:29,Luke 15:30,7,Matt 15:4,Matt 15:5,Matt 15:6,0.065185
