luke_window_start_ref,luke_window_center_ref,luke_window_end_ref,rank,matt_window_start_ref,matt_window_center_ref,matt_window_end_ref,score
Luke 1:25,Luke 1:26,Luke 1:27,8,Matt 1:18,Matt 1:19,Matt 1:20,0.070226
Luke 1:25,Luke 1:26,Luke 1:27,9,Matt 1:19,Matt 1:20,Matt 1:21,0.067745
Luke 1:25,Luke 1:26,Luke 1:27,10,Matt 1:24,Matt 1:25,Matt 2:1,0.067719
Luke 1:26,Luke 1:27,Luke 1:28,1,Matt 1:23,Matt 1:24,Matt 1:25,0.118706
Luke 1:26,Luke 1:27,Luke 1:28,2,Matt 1:22,Matt 1:23,Matt 1:24,0.110531
Luke 1:26,Luke 1:27,Luke 1:28,3,Matt 1:21,Matt 1:22,Matt 1:23,0.102538
Luke 1:26,Luke 1:27,Luke 1:28,4,Matt 21:9,Matt 21:10,Matt 21:11,0.096502
Luke 1:26,Luke 1:27,Luke 1:28,5,Matt 7:20,Matt 7:21,Matt 7:22,0.082396
Luke 1:26,Luke 1:27,Luke 1:28,6,Matt 7:21,Matt 7:22,Matt 7:23,0.0768
Luke 1:26,Luke 1:27,Luke 1:28,7,Matt 1:19,Matt 1:20,Matt 1:21,0.075137
Luke 1:26,Luke 1:27,Luke 1:28,8,Matt 1:18,Matt 1:19,Matt 1:20,0.07187
Luke 1:26,Luke 1:27,Luke 1:28,9,Matt 7:22,Matt 7:23,Matt 7:24,0.070322
Luke 1:26,Luke 1:27,Luke 1:28,10,Matt 25:10,Matt 25:11,Matt 25:12,0.068041
Luke 1:27,Luke 1:28,Luke 1:29,1,Matt 1:23,Matt 1:24,Matt 1:25,0.097781
Luke 1:27,Luke 1:28,Luke 1:29,2,Matt 1:22,Matt 1:23,Matt 1:24,0.095923
Luke 1:27,Luke 1:28,Luke 1:29,3,Matt 1:21,Matt 1:22,Matt 1:23,0.091909
Luke 1:27,Luke 1:28,Luke 1:29,4,Matt 1:18,Matt 1:19,Matt 1:20,0.075746
Luke 1:27,Luke 1:28,Luke 1:29,5,Matt 25:10,Matt 25:11,Matt 25:12,0.073009
Luke 1:27,Luke 1:28,Luke 1:29,6,Matt 25:11,Matt 25:12,Matt 25:13,0.070341
Luke 1:27,Luke 1:28,Luke 1:29,7,Matt 1:19,Matt 1:20,Matt 1:21,0.070134
Luke 1:27,Luke 1:28,Luke 1:29,8,Matt 7:22,Matt 7:23,Matt 7:24,0.066479
Luke 1:27,Luke 1:28,Luke 1:29,9,Matt 7:20,Matt 7:21,Matt 7:22,0.066199
Luke 1:27,Luke 1:28,Luke 1:29,10,Matt 8:25,Matt 8:26,Matt 8:27,0.065474
Luke 1:28,Luke 1:29,Luke 1:30,1,Matt 18:10,Matt 18:12,Matt 18:13,0.08475
Luke 1:28,Luke 1:29,Luke 1:30,2,Matt 28:8,Matt 28:9,Matt 28:10,0.078442
Luke 1:28,Luke 1:29,Luke 1:30,3,Matt 28:9,Matt 28:10,Matt 28:11,0.078386
Luke 1:28,Luke 1:29,Luke 1:30,4,Matt 8:25,Matt 8:26,Matt 8:27,0.078022
Luke 1:28,Luke 1:29,Luke 1:30,5,Matt 10:26,Matt 10:27,Matt 10:28,0.072674
Luke 1:28,Luke 1:29,Luke 1:30,6,Matt 8:27,Matt 8:28,Matt 8:29,0.071304
Luke 1:28,Luke 1:29,Luke 1:30,7,Matt 1:20,Matt 1:21,Matt 1:22,0.066264
Luke 1:28,Luke 1:29,Luke 1:30,8,Matt 17:6,Matt 17:7,Matt 17:8,0.064318
Luke 1:28,Luke 1:29,Luke 1:30,9,Matt 8:26,Matt 8:27,Matt 8:28,0.063598
Luke 1:28,Luke 1:29,Luke 1:30,10,Matt 18:13,Matt 18:14,Matt 18:15,0.062058
Luke 1:29,Luke 1:30,Luke 1:31,1,Matt 1:23,Matt 1:24,Matt 1:25,0.282544
Luke 1:29,Luke 1:30,Luke 1:31,2,Matt 1:21,Matt 1:22,Matt 1:23,0.280434
Luke 1:29,Luke 1:30,Luke 1:31,3,Matt 1:22,Matt 1:23,Matt 1:24,0.175156
Luke 1:29,Luke 1:30,Luke 1:31,4,Matt 1:20,Matt 1:21,Matt 1:22,0.174146
Luke 1:29,Luke 1:30,Luke 1:31,5,Matt 1:19,Matt 1:20,Matt 1:21,0.162324
Luke 1:29,Luke 1:30,Luke 1:31,6,Matt 1:25,Matt 2:1,Matt 2:2,0.162155
Luke 1:29,Luke 1:30,Luke 1:31,7,Matt 1:24,Matt 1:25,Matt 2:1,0.161328
Luke 1:29,Luke 1:30,Luke 1:31,8,Matt 17:6,Matt 17:7,Matt 17:8,0.074216
Luke 1:29,Luke 1:30,Luke 1:31,9,Matt 8:27,Matt 8:28,Matt 8:29,0.07381
Luke 1:29,Luke 1:30,Luke 1:31,10,Matt 23:7,Matt 23:8,Matt 23:9,0.073594
Luke 1:30,Luke 1:31,Luke 1:32,1,Matt 1:23,Matt 1:24,Matt 1:25,0.294004
Luke 1:30,Luke 1:31,Luke 1:32,2,Matt 1:21,Matt 1:22,Matt 1:23,0.292625
Luke 1:30,Luke 1:31,Luke 1:32,3,Matt 1:20,Matt 1:21,Matt 1:22,0.194772
Luke 1:30,Luke 1:31,Luke 1:32,4,Matt 1:22,Matt 1:23,Matt 1:24,0.188354
Luke 1:30,Luke 1:31,Luke 1:32,5,Matt 1:19,Matt 1:20,Matt 1:21,0.178901
Luke 1:30,Luke 1:31,Luke 1:32,6,Matt 1:24,Matt 1:25,Matt 2:1,0.16609
Luke 1:30,Luke 1:31,Luke 1:32,7,Matt 1:25,Matt 2:1,Matt 2:2,0.161473
Luke 1:30,Luke 1:31,Luke 1:32,8,Matt 22:43,Matt 22:44,Matt 22:45,0.102242
Luke 1:30,Luke 1:31,Luke 1:32,9,Matt 22:36,Matt 22:37,Matt 22:38,0.087292
Luke 1:30,Luke 1:31,Luke 1:32,10,Matt 22:41,Matt 22:42,Matt 22:43,0.08552
Luke 1:31,Luke 1:32,Luke 1:33,1,Matt 1:21,Matt 1:22,Matt 1:23,0.283392
Luke 1:31,Luke 1:32,Luke 1:33,2,Matt 1:23,Matt 1:24,Matt 1:25,0.280784
Luke 1:31,Luke 1:32,Luke 1:33,3,Matt 1:22,Matt 1:23,Matt 1:24,0.171077
Luke 1:31,Luke 1:32,Luke 1:33,4,Matt 1:25,Matt 2:1,Matt 2:2,0.162502
Luke 1:31,Luke 1:32,Luke 1:33,5,Matt 1:20,Matt 1:21,Matt 1:22,0.160174
Luke 1:31,Luke 1:32,Luke 1:33,6,Matt 1:24,Matt 1:25,Matt 2:1,0.157923
Luke 1:31,Luke 1:32,Luke 1:33,7,Matt 1:19,Matt 1:20,Matt 1:21,0.147156
Luke 1:31,Luke 1:32,Luke 1:33,8,Matt 22:43,Matt 22:44,Matt 22:45,0.099302
Luke 1:31,Luke 1:32,Luke 1:33,9,Matt 21:9,Matt 21:10,Matt 21:11,0.084832
Luke 1:31,Luke 1:32,Luke 1:33,10,Matt 22:36,Matt 22:37,Matt 22:38,0.083297
Luke 1:32,Luke 1:33,Luke 1:34,1,Matt 22:43,Matt 22:44,Matt 22:45,0.104077
Luke 1:32,Luke 1:33,Luke 1:34,2,Matt 13:55,Matt 13:56,Matt 13:57,0.098905
Luke 1:32,Luke 1:33,Luke 1:34,3,Matt 21:9,Matt 21:10,Matt 21:11,0.092959
Luke 1:32,Luke 1:33,Luke 1:34,4,Matt 13:38,Matt 13:39,Matt 13:40,0.09083
Luke 1:32,Luke 1:33,Luke 1:34,5,Matt 22:30,Matt 22:31,Matt 22:32,0.089367
Luke 1:32,Luke 1:33,Luke 1:34,6,Matt 22:31,Matt 22:32,Matt 22:33,0.086061
Luke 1:32,Luke 1:33,Luke 1:34,7,Matt 13:39,Matt 13:40,Matt 13:41,0.085661
Luke 1:32,Luke 1:33,Luke 1:34,8,Matt 22:36,Matt 22:37,Matt 22:38,0.083996
Luke 1:32,Luke 1:33,Luke 1:34,9,Matt 22:42,Matt 22:43,Matt 22:44,0.083573
Luke 1:32,Luke 1:33,Luke 1:34,10,Matt 13:54,Matt 13:55,Matt 13:56,0.083285
Luke 1:33,Luke 1:34,Luke 1:35,1,Matt 12:30,Matt 12:31,Matt 12:32,0.099251
Luke 1:33,Luke 1:34,Luke 1:35,2,Matt 1:14,Matt 1:15,Matt 1:16,0.088358
Luke 1:33,Luke 1:34,Luke 1:35,3,Matt 1:18,Matt 1:19,Matt 1:20,0.088115
Luke 1:33,Luke 1:34,Luke 1:35,4,Matt 28:4,Matt 28:5,Matt 28:6,0.087728
Luke 1:33,Luke 1:34,Luke 1:35,5,Matt 28:5,Matt 28:6,Matt 28:7,0.085885
Luke 1:33,Luke 1:34,Luke 1:35,6,Matt 13:39,Matt 13:40,Matt 13:41,0.085359
Luke 1:33,Luke 1:34,Luke 1:35,7,Matt 12:31,Matt 12:32,Matt 12:33,0.084862
Luke 1:33,Luke 1:34,Luke 1:35,8,Matt 1:2,Matt 1:3,Matt 1:4,0.083557
Luke 1:33,Luke 1:34,Luke 1:35,9,Matt 12:32,Matt 12:33,Matt 12:34,0.083463
Luke 1:33,Luke 1:34,Luke 1:35,10,Matt 22:30,Matt 22:31,Matt 22:32,0.082278
Luke 1:34,Luke 1:35,Luke 1:36,1,Matt 1:20,Matt 1:21,Matt 1:22,0.086499
Luke 1:34,Luke 1:35,Luke 1:36,2,Matt 1:18,Matt 1:19,Matt 1:20,0.085735
Luke 1:34,Luke 1:35,Luke 1:36,3,Matt 1:19,Matt 1:20,Matt 1:21,0.084148
Luke 1:34,Luke 1:35,Luke 1:36,4,Matt 1:23,Matt 1:24,Matt 1:25,0.083193
Luke 1:34,Luke 1:35,Luke 1:36,5,Matt 12:30,Matt 12:31,Matt 12:32,0.080424
Luke 1:34,Luke 1:35,Luke 1:36,6,Matt 1:24,Matt 1:25,Matt 2:1,0.075938
Luke 1:34,Luke 1:35,Luke 1:36,7,Matt 22:43,Matt 22:44,Matt 22:45,0.071756
Luke 1:34,Luke 1:35,Luke 1:36,8,Matt 13:54,Matt 13:55,Matt 13:56,0.071597
Luke 1:34,Luke 1:35,Luke 1:36,9,Matt 28:5,Matt 28:6,Matt 28:7,0.071568
Luke 1:34,Luke 1:35,Luke 1:36,10,Matt 28:4,Matt 28:5,Matt 28:6,0.069293
Luke 1:35,Luke 1:36,Luke 1:37,1,Matt 4:4,Matt 4:5,Matt 4:6,0.089534
Luke 1:35,Luke 1:36,Luke 1:37,2,Matt 4:3,Matt 4:4,Matt 4:5,0.085373
Luke 1:35,Luke 1:36,Luke 1:37,3,Matt 12:30,Matt 12:31,Matt 12:32,0.078498
Luke 1:35,Luke 1:36,Luke 1:37,4,Matt 1:20,Matt 1:21,Matt 1:22,0.077291
Luke 1:35,Luke 1:36,Luke 1:37,5,Matt 1:18,Matt 1:19,Matt 1:20,0.074262
Luke 1:35,Luke 1:36,Luke 1:37,6,Matt 26:62,Matt 26:63,Matt 26:64,0.0725
Luke 1:35,Luke 1:36,Luke 1:37,7,Matt 1:19,Matt 1:20,Matt 1:21,0.071165
Luke 1:35,Luke 1:36,Luke 1:37,8,Matt 5:7,Matt 5:8,Matt 5:9,0.068684
Luke 1:35,Luke 1:36,Luke 1:37,9,Matt 5:8,Matt 5:9,Matt 5:10,0.068359
Luke 1:35,Luke 1:36,Luke 1:37,10,Matt 4:5,Matt 4:6,Matt 4:7,0.066842
Luke 1:36,Luke 1:37,Luke 1:38,1,Matt 4:4,Matt 4:5,Matt 4:6,0.075749
Luke 1:36,Luke 1:37,Luke 1:38,2,Matt 4:3,Matt 4:4,Matt 4:5,0.073702
Luke 1:36,Luke 1:37,Luke 1:38,3,Matt 4:2,Matt 4:3,Matt 4:4,0.068175
Luke 1:36,Luke 1:37,Luke 1:38,4,Matt 13:55,Matt 13:56,Matt 13:57,0.065095
Luke 1:36,Luke 1:37,Luke 1:38,5,Matt 13:54,Matt 13:55,Matt 13:56,0.060642
Luke 1:36,Luke 1:37,Luke 1:38,6,Matt 13:53,Matt 13:54,Matt 13:55,0.058322
Luke 1:36,Luke 1:37,Luke 1:38,7,Matt 1:22,Matt 1:23,Matt 1:24,0.057564
Luke 1:36,Luke 1:37,Luke 1:38,8,Matt 12:36,Matt 12:37,Matt 12:38,0.057512
Luke 1:36,Luke 1:37,Luke 1:38,9,Matt 1:23,Matt 1:24,Matt 1:25,0.056778
Luke 1:36,Luke 1:37,Luke 1:38,10,Matt 21:42,Matt 21:43,Matt 21:44,0.056088
Luke 1:37,Luke 1:38,Luke 1:39,1,Matt 13:55,Matt 13:56,Matt 13:57,0.084214
Luke 1:37,Luke 1:38,Luke 1:39,2,Matt 4:3,Matt 4:4,Matt 4:5,0.079805
Luke 1:37,Luke 1:38,Luke 1:39,3,Matt 4:4,Matt 4:5,Matt 4:6,0.079204
Luke 1:37,Luke 1:38,Luke 1:39,4,Matt 13:54,Matt 13:55,Matt 13:56,0.079199
Luke 1:37,Luke 1:38,Luke 1:39,5,Matt 13:53,Matt 13:54,Matt 13:55,0.079035
Luke 1:37,Luke 1:38,Luke 1:39,6,Matt 4:2,Matt 4:3,Matt 4:4,0.07126
Luke 1:37,Luke 1:38,Luke 1:39,7,Matt 12:36,Matt 12:37,Matt 12:38,0.064126
Luke 1:37,Luke 1:38,Luke 1:39,8,Matt 8:32,Matt 8:33,Matt 8:34,0.059264
Luke 1:37,Luke 1:38,Luke 1:39,9,Matt 21:42,Matt 21:43,Matt 21:44,0.056233
Luke 1:37,Luke 1:38,Luke 1:39,10,Matt 8:33,Matt 8:34,Matt 9:1,0.054642
Luke 1:38,Luke 1:39,Luke 1:40,1,Matt 13:55,Matt 13:56,Matt 13:57,0.082472
Luke 1:38,Luke 1:39,Luke 1:40,2,Matt 13:53,Matt 13:54,Matt 13:55,0.081317
Luke 1:38,Luke 1:39,Luke 1:40,3,Matt 13:54,Matt 13:55,Matt 13:56,0.081247
Luke 1:38,Luke 1:39,Luke 1:40,4,Matt 10:4,Matt 10:5,Matt 10:6,0.068245
Luke 1:38,Luke 1:39,Luke 1:40,5,Matt 10:5,Matt 10:6,Matt 10:7,0.062614
Luke 1:38,Luke 1:39,Luke 1:40,6,Matt 8:32,Matt 8:33,Matt 8:34,0.057149
Luke 1:38,Luke 1:39,Luke 1:40,7,Matt 8:7,Matt 8:8,Matt 8:9,0.055826
Luke 1:38,Luke 1:39,Luke 1:40,8,Matt 27:66,Matt 28:1,Matt 28:2,0.054597
Luke 1:38,Luke 1:39,Luke 1:40,9,Matt 8:33,Matt 8:34,Matt 9:1,0.053948
Luke 1:38,Luke 1:39,Luke 1:40,10,Matt 8:8,Matt 8:9,Matt 8:10,0.0538
Luke 1:39,Luke 1:40,Luke 1:41,1,Matt 1:18,Matt 1:19,Matt 1:20,0.065263
Luke 1:39,Luke 1:40,Luke 1:41,2,Matt 10:4,Matt 10:5,Matt 10:6,0.053891
Luke 1:39,Luke 1:40,Luke 1:41,3,Matt 13:53,Matt 13:54,Matt 13:55,0.051254
Luke 1:39,Luke 1:40,Luke 1:41,4,Matt 13:54,Matt 13:55,Matt 13:56,0.049946
Luke 1:39,Luke 1:40,Luke 1:41,5,Matt 27:52,Matt 27:53,Matt 27:54,0.049856
Luke 1:39,Luke 1:40,Luke 1:41,6,Matt 13:55,Matt 13:56,Matt 13:57,0.048185
Luke 1:39,Luke 1:40,Luke 1:41,7,Matt 27:54,Matt 27:55,Matt 27:56,0.047973
Luke 1:39,Luke 1:40,Luke 1:41,8,Matt 10:5,Matt 10:6,Matt 10:7,0.047155
Luke 1:39,Luke 1:40,Luke 1:41,9,Matt 10:12,Matt 10:13,Matt 10:14,0.046817
Luke 1:39,Luke 1:40,Luke 1:41,10,Matt 12:30,Matt 12:31,Matt 12:32,0.046182
Luke 1:40,Luke 1:41,Luke 1:42,1,Matt 23:38,Matt 23:39,Matt 24:1,0.072668
Luke 1:40,Luke 1:41,Luke 1:42,2,Matt 12:31,Matt 12:32,Matt 12:33,0.068074
Luke 1:40,Luke 1:41,Luke 1:42,3,Matt 1:18,Matt 1:19,Matt 1:20,0.066541
Luke 1:40,Luke 1:41,Luke 1:42,4,Matt 12:32,Matt 12:33,Matt 12:34,0.063059
Luke 1:40,Luke 1:41,Luke 1:42,5,Matt 23:37,Matt 23:38,Matt 23:39,0.059598
Luke 1:40,Luke 1:41,Luke 1:42,6,Matt 23:39,Matt 24:1,Matt 24:2,0.053085
Luke 1:40,Luke 1:41,Luke 1:42,7,Matt 15:15,Matt 15:16,Matt 15:17,0.050814
Luke 1:40,Luke 1:41,Luke 1:42,8,Matt 21:9,Matt 21:10,Matt 21:11,0.050694
Luke 1:40,Luke 1:41,Luke 1:42,9,Matt 27:54,Matt 27:55,Matt 27:56,0.050583
Luke 1:40,Luke 1:41,Luke 1:42,10,Matt 7:19,Matt 7:20,Matt 7:21,0.04902
Luke 1:41,Luke 1:42,Luke 1:43,1,Matt 13:54,Matt 13:55,Matt 13:56,0.096142
Luke 1:41,Luke 1:42,Luke 1:43,2,Matt 1:18,Matt 1:19,Matt 1:20,0.079733
Luke 1:41,Luke 1:42,Luke 1:43,3,Matt 27:54,Matt 27:55,Matt 27:56,0.073063
Luke 1:41,Luke 1:42,Luke 1:43,4,Matt 12:31,Matt 12:32,Matt 12:33,0.072877
Luke 1:41,Luke 1:42,Luke 1:43,5,Matt 23:38,Matt 23:39,Matt 24:1,0.072577
Luke 1:41,Luke 1:42,Luke 1:43,6,Matt 13:53,Matt 13:54,Matt 13:55,0.071318
Luke 1:41,Luke 1:42,Luke 1:43,7,Matt 27:55,Matt 27:56,Matt 27:57,0.069515
Luke 1:41,Luke 1:42,Luke 1:43,8,Matt 27:56,Matt 27:57,Matt 27:58,0.067825
Luke 1:41,Luke 1:42,Luke 1:43,9,Matt 13:55,Matt 13:56,Matt 13:57,0.066568
Luke 1:41,Luke 1:42,Luke 1:43,10,Matt 12:32,Matt 12:33,Matt 12:34,0.066471
Luke 1:42,Luke 1:43,Luke 1:44,1,Matt 13:54,Matt 13:55,Matt 13:56,0.100461
Luke 1:42,Luke 1:43,Luke 1:44,2,Matt 23:38,Matt 23:39,Matt 24:1,0.079245
Luke 1:42,Luke 1:43,Luke 1:44,3,Matt 13:53,Matt 13:54,Matt 13:55,0.071345
Luke 1:42,Luke 1:43,Luke 1:44,4,Matt 13:55,Matt 13:56,Matt 13:57,0.069068
Luke 1:42,Luke 1:43,Luke 1:44,5,Matt 23:39,Matt 24:1,Matt 24:2,0.067899
Luke 1:42,Luke 1:43,Luke 1:44,6,Matt 21:41,Matt 21:42,Matt 21:43,0.066928
Luke 1:42,Luke 1:43,Luke 1:44,7,Matt 23:37,Matt 23:38,Matt 23:39,0.065705
Luke 1:42,Luke 1:43,Luke 1:44,8,Matt 12:47,Matt 12:48,Matt 12:49,0.061839
Luke 1:42,Luke 1:43,Luke 1:44,9,Matt 12:48,Matt 12:49,Matt 12:50,0.060997
Luke 1:42,Luke 1:43,Luke 1:44,10,Matt 21:40,Matt 21:41,Matt 21:42,0.059405
Luke 1:43,Luke 1:44,Luke 1:45,1,Matt 13:54,Matt 13:55,Matt 13:56,0.109091
Luke 1:43,Luke 1:44,Luke 1:45,2,Matt 13:55,Matt 13:56,Matt 13:57,0.076285
Luke 1:43,Luke 1:44,Luke 1:45,3,Matt 12:46,Matt 12:47,Matt 12:48,0.076189
Luke 1:43,Luke 1:44,Luke 1:45,4,Matt 12:47,Matt 12:48,Matt 12:49,0.075723
Luke 1:43,Luke 1:44,Luke 1:45,5,Matt 13:53,Matt 13:54,Matt 13:55,0.075507
Luke 1:43,Luke 1:44,Luke 1:45,6,Matt 5:3,Matt 5:4,Matt 5:5,0.072159
Luke 1:43,Luke 1:44,Luke 1:45,7,Matt 12:48,Matt 12:49,Matt 12:50,0.071401
Luke 1:43,Luke 1:44,Luke 1:45,8,Matt 5:8,Matt 5:9,Matt 5:10,0.066473
Luke 1:43,Luke 1:44,Luke 1:45,9,Matt 13:15,Matt 13:16,Matt 13:17,0.066152
Luke 1:43,Luke 1:44,Luke 1:45,10,Matt 13:56,Matt 13:57,Matt 13:58,0.065699
Luke 1:44,Luke 1:45,Luke 1:46,1,Matt 23:5,Matt 23:6,Matt 23:7,0.075903
Luke 1:44,Luke 1:45,Luke 1:46,2,Matt 5:3,Matt 5:4,Matt 5:5,0.075193
Luke 1:44,Luke 1:45,Luke 1:46,3,Matt 5:8,Matt 5:9,Matt 5:10,0.06928
Luke 1:44,Luke 1:45,Luke 1:46,4,Matt 22:43,Matt 22:44,Matt 22:45,0.068164
Luke 1:44,Luke 1:45,Luke 1:46,5,Matt 5:6,Matt 5:7,Matt 5:8,0.068146
Luke 1:44,Luke 1:45,Luke 1:46,6,Matt 13:15,Matt 13:16,Matt 13:17,0.068046
Luke 1:44,Luke 1:45,Luke 1:46,7,Matt 21:30,Matt 21:31,Matt 21:32,0.067953
Luke 1:44,Luke 1:45,Luke 1:46,8,Matt 5:4,Matt 5:5,Matt 5:6,0.067938
Luke 1:44,Luke 1:45,Luke 1:46,9,Matt 5:7,Matt 5:8,Matt 5:9,0.0679
Luke 1:44,Luke 1:45,Luke 1:46,10,Matt 5:5,Matt 5:6,Matt 5:7,0.067656
Luke 1:45,Luke 1:46,Luke 1:47,1,Matt 5:3,Matt 5:4,Matt 5:5,0.101509
Luke 1:45,Luke 1:46,Luke 1:47,2,Matt 5:8,Matt 5:9,Matt 5:10,0.091943
Luke 1:45,Luke 1:46,Luke 1:47,3,Matt 5:7,Matt 5:8,Matt 5:9,0.091468
Luke 1:45,Luke 1:46,Luke 1:47,4,Matt 5:2,Matt 5:3,Matt 5:4,0.088503
Luke 1:45,Luke 1:46,Luke 1:47,5,Matt 22:43,Matt 22:44,Matt 22:45,0.087188
Luke 1:45,Luke 1:46,Luke 1:47,6,Matt 5:6,Matt 5:7,Matt 5:8,0.08526
Luke 1:45,Luke 1:46,Luke 1:47,7,Matt 5:10,Matt 5:11,Matt 5:12,0.084224
Luke 1:45,Luke 1:46,Luke 1:47,8,Matt 22:42,Matt 22:43,Matt 22:44,0.083278
Luke 1:45,Luke 1:46,Luke 1:47,9,Matt 21:30,Matt 21:31,Matt 21:32,0.078598
Luke 1:45,Luke 1:46,Luke 1:47,10,Matt 5:4,Matt 5:5,Matt 5:6,0.077829
Luke 1:46,Luke 1:47,Luke 1:48,1,Matt 12:16,Matt 12:17,Matt 12:18,0.070022
Luke 1:46,Luke 1:47,Luke 1:48,2,Matt 1:16,Matt 1:17,Matt 1:18,0.067149
Luke 1:46,Luke 1:47,Luke 1:48,3,Matt 16:24,Matt 16:25,Matt 16:26,0.066551
Luke 1:46,Luke 1:47,Luke 1:48,4,Matt 3:16,Matt 3:17,Matt 4:1,0.066298
Luke 1:46,Luke 1:47,Luke 1:48,5,Matt 1:17,Matt 1:18,Matt 1:19,0.065977
Luke 1:46,Luke 1:47,Luke 1:48,6,Matt 12:17,Matt 12:18,Matt 12:19,0.065321
Luke 1:46,Luke 1:47,Luke 1:48,7,Matt 16:25,Matt 16:26,Matt 16:27,0.06458
Luke 1:46,Luke 1:47,Luke 1:48,8,Matt 16:23,Matt 16:24,Matt 16:25,0.061459
Luke 1:46,Luke 1:47,Luke 1:48,9,Matt 13:55,Matt 13:56,Matt 13:57,0.059653
Luke 1:46,Luke 1:47,Luke 1:48,10,Matt 1:15,Matt 1:16,Matt 1:17,0.05857
Luke 1:47,Luke 1:48,Luke 1:49,1,Matt 1:16,Matt 1:17,Matt 1:18,0.072729
Luke 1:47,Luke 1:48,Luke 1:49,2,Matt 1:17,Matt 1:18,Matt 1:19,0.072628
Luke 1:47,Luke 1:48,Luke 1:49,3,Matt 28:18,Matt 28:19,Matt 28:20,0.068979
Luke 1:47,Luke 1:48,Luke 1:49,4,Matt 28:17,Matt 28:18,Matt 28:19,0.067592
Luke 1:47,Luke 1:48,Luke 1:49,5,Matt 3:16,Matt 3:17,Matt 4:1,0.062543
Luke 1:47,Luke 1:48,Luke 1:49,6,Matt 1:15,Matt 1:16,Matt 1:17,0.056901
Luke 1:47,Luke 1:48,Luke 1:49,7,Matt 27:42,Matt 27:43,Matt 27:44,0.054766
Luke 1:47,Luke 1:48,Luke 1:49,8,Matt 12:28,Matt 12:29,Matt 12:30,0.054672
Luke 1:47,Luke 1:48,Luke 1:49,9,Matt 23:34,Matt 23:35,Matt 23:36,0.053355
Luke 1:47,Luke 1:48,Luke 1:49,10,Matt 27:41,Matt 27:42,Matt 27:43,0.053117
Luke 1:48,Luke 1:49,Luke 1:50,1,Matt 1:17,Matt 1:18,Matt 1:19,0.129148
Luke 1:48,Luke 1:49,Luke 1:50,2,Matt 1:16,Matt 1:17,Matt 1:18,0.128038
Luke 1:48,Luke 1:49,Luke 1:50,3,Matt 1:15,Matt 1:16,Matt 1:17,0.115616
Luke 1:48,Luke 1:49,Luke 1:50,4,Matt 12:41,Matt 12:42,Matt 12:43,0.074137
Luke 1:48,Luke 1:49,Luke 1:50,5,Matt 23:36,Matt 23:37,Matt 23:38,0.072823
Luke 1:48,Luke 1:49,Luke 1:50,6,Matt 23:34,Matt 23:35,Matt 23:36,0.069431
Luke 1:48,Luke 1:49,Luke 1:50,7,Matt 12:39,Matt 12:40,Matt 12:41,0.065905
Luke 1:48,Luke 1:49,Luke 1:50,8,Matt 12:40,Matt 12:41,Matt 12:42,0.065681
Luke 1:48,Luke 1:49,Luke 1:50,9,Matt 23:35,Matt 23:36,Matt 23:37,0.065012
Luke 1:48,Luke 1:49,Luke 1:50,10,Matt 24:33,Matt 24:34,Matt 24:35,0.059771
Luke 1:49,Luke 1:50,Luke 1:51,1,Matt 1:17,Matt 1:18,Matt 1:19,0.08022
Luke 1:49,Luke 1:50,Luke 1:51,2,Matt 1:16,Matt 1:17,Matt 1:18,0.078455
Luke 1:49,Luke 1:50,Luke 1:51,3,Matt 1:15,Matt 1:16,Matt 1:17,0.06728
Luke 1:49,Luke 1:50,Luke 1:51,4,Matt 22:36,Matt 22:37,Matt 22:38,0.062759
Luke 1:49,Luke 1:50,Luke 1:51,5,Matt 22:35,Matt 22:36,Matt 22:37,0.055817
Luke 1:49,Luke 1:50,Luke 1:51,6,Matt 22:37,Matt 22:38,Matt 22:39,0.055058
Luke 1:49,Luke 1:50,Luke 1:51,7,Matt 12:39,Matt 12:40,Matt 12:41,0.050887
Luke 1:49,Luke 1:50,Luke 1:51,8,Matt 12:40,Matt 12:41,Matt 12:42,0.048408
Luke 1:49,Luke 1:50,Luke 1:51,9,Matt 7:20,Matt 7:21,Matt 7:22,0.046865
Luke 1:49,Luke 1:50,Luke 1:51,10,Matt 12:41,Matt 12:42,Matt 12:43,0.046744
Luke 1:50,Luke 1:51,Luke 1:52,1,Matt 1:17,Matt 1:18,Matt 1:19,0.070098
Luke 1:50,Luke 1:51,Luke 1:52,2,Matt 1:16,Matt 1:17,Matt 1:18,0.068401
Luke 1:50,Luke 1:51,Luke 1:52,3,Matt 1:15,Matt 1:16,Matt 1:17,0.064868
Luke 1:50,Luke 1:51,Luke 1:52,4,Matt 23:10,Matt 23:11,Matt 23:12,0.048324
Luke 1:50,Luke 1:51,Luke 1:52,5,Matt 23:21,Matt 23:22,Matt 23:23,0.046908
Luke 1:50,Luke 1:51,Luke 1:52,6,Matt 23:22,Matt 23:23,Matt 23:24,0.046624
Luke 1:50,Luke 1:51,Luke 1:52,7,Matt 12:39,Matt 12:40,Matt 12:41,0.046483
Luke 1:50,Luke 1:51,Luke 1:52,8,Matt 23:11,Matt 23:12,Matt 23:13,0.046104
Luke 1:50,Luke 1:51,Luke 1:52,9,Matt 23:12,Matt 23:13,Matt 23:15,0.044096
Luke 1:50,Luke 1:51,Luke 1:52,10,Matt 12:40,Matt 12:41,Matt 12:42,0.043745
