luke_center_ref,matt_center_ref,luke_window_refs,matt_window_refs,rank,window_score
Luke 12:20,Matt 21:10,Luke 12:19 | Luke 12:20 | Luke 12:21,Matt 21:7 | Matt 21:10 | Matt 21:11,4,0.086226
Luke 12:20,Matt 12:11,Luke 12:19 | Luke 12:20 | Luke 12:21,Matt 12:9 | Matt 12:11 | Matt 12:12,5,0.075806
Luke 12:20,Matt 7:9,Luke 12:19 | Luke 12:20 | Luke 12:21,Matt 7:8 | Matt 7:9 | Matt 7:10,6,0.072043
Luke 12:20,Matt 28:13,Luke 12:19 | Luke 12:20 | Luke 12:21,Matt 28:12 | Matt 28:13 | Matt 28:14,7,0.066512
Luke 12:20,Matt 21:43,Luke 12:19 | Luke 12:20 | Luke 12:21,Matt 21:41 | Matt 21:43 | Matt 21:44,8,0.064028
Luke 12:20,Matt 11:29,Luke 12:19 | Luke 12:20 | Luke 12:21,Matt 11:28 | Matt 11:29 | Matt 11:30,9,0.063422
Luke 12:20,Matt 12:40,Luke 12:19 | Luke 12:20 | Luke 12:21,Matt 12:39 | Matt 12:40 | Matt 12:41,10,0.060725
Luke 12:21,Matt 6:19,Luke 12:20 | Luke 12:21 | Luke 12:22,Matt 6:18 | Matt 6:19 | Matt 6:20,1,0.084154
Luke 12:21,Matt 6:20,Luke 12:20 | Luke 12:21 | Luke 12:22,Matt 6:19 | Matt 6:20 | Matt 6:21,2,0.068440
Luke 12:21,Matt 11:26,Luke 12:20 | Luke 12:21 | Luke 12:22,Matt 11:25 | Matt 11:26 | Matt 11:27,3,0.058081
Luke 12:21,Matt 18:35,Luke 12:20 | Luke 12:21 | Luke 12:22,Matt 18:34 | Matt 18:35 | Matt 19:2,4,0.056879
Luke 12:21,Matt 12:28,Luke 12:20 | Luke 12:21 | Luke 12:22,Matt 12:23 | Matt 12:28 | Matt 12:30,5,0.053504
Luke 12:21,Matt 6:30,Luke 12:20 | Luke 12:21 | Luke 12:22,Matt 6:29 | Matt 6:30 | Matt 6:31,6,0.050712
Luke 12:21,Matt 24:37,Luke 12:20 | Luke 12:21 | Luke 12:22,Matt 24:28 | Matt 24:37 | Matt 24:38,7,0.049077
Luke 12:21,Matt 6:9,Luke 12:20 | Luke 12:21 | Luke 12:22,Matt 6:8 | Matt 6:9 | Matt 6:10,8,0.048328
Luke 12:21,Matt 2:5,Luke 12:20 | Luke 12:21 | Luke 12:22,Matt 2:4 | Matt 2:5 | Matt 2:6,9,0.047875
Luke 12:21,Matt 3:9,Luke 12:20 | Luke 12:21 | Luke 12:22,Matt 3:8 | Matt 3:9 | Matt 3:10,10,0.047494
Luke 12:22,Matt 6:25,Luke 12:21 | Luke 12:22 | Luke 12:23,Matt 6:24 | Matt 6:25 | Matt 6:26,1,0.571670
Luke 12:22,Matt 6:31,Luke 12:21 | Luke 12:22 | Luke 12:23,Matt 6:30 | Matt 6:31 | Matt 6:32,2,0.289326
Luke 12:22,Matt 26:1,Luke 12:21 | Luke 12:22 | Luke 12:23,Matt 25:46 | Matt 26:1 | Matt 26:2,3,0.160403
Luke 12:22,Matt 6:34,Luke 12:21 | Luke 12:22 | Luke 12:23,Matt 6:33 | Matt 6:34 | Matt 7:1,4,0.134974
Luke 12:22,Matt 10:28,Luke 12:21 | Luke 12:22 | Luke 12:23,Matt 10:27 | Matt 10:28 | Matt 10:29,5,0.129479
Luke 12:22,Matt 28:13,Luke 12:21 | Luke 12:22 | Luke 12:23,Matt 28:12 | Matt 28:13 | Matt 28:14,6,0.098858
Luke 12:22,Matt 13:10,Luke 12:21 | Luke 12:22 | Luke 12:23,Matt 13:1 | Matt 13:10 | Matt 13:15,7,0.093512
Luke 12:22,Matt 9:37,Luke 12:21 | Luke 12:22 | Luke 12:23,Matt 9:35 | Matt 9:37 | Matt 9:38,8,0.091651
Luke 12:22,Matt 21:16,Luke 12:21 | Luke 12:22 | Luke 12:23,Matt 21:15 | Matt 21:16 | Matt 21:17,9,0.089522
Luke 12:22,Matt 6:27,Luke 12:21 | Luke 12:22 | Luke 12:23,Matt 6:26 | Matt 6:27 | Matt 6:28,10,0.085919
Luke 12:23,Matt 6:25,Luke 12:22 | Luke 12:23 | Luke 12:24,Matt 6:24 | Matt 6:25 | Matt 6:26,1,0.632518
Luke 12:23,Matt 10:28,Luke 12:22 | Luke 12:23 | Luke 12:24,Matt 10:27 | Matt 10:28 | Matt 10:29,2,0.160003
Luke 12:23,Matt 6:22,Luke 12:22 | Luke 12:23 | Luke 12:24,Matt 6:21 | Matt 6:22 | Matt 6:23,3,0.132443
Luke 12:23,Matt 22:14,Luke 12:22 | Luke 12:23 | Luke 12:24,Matt 22:13 | Matt 22:14 | Matt 22:15,4,0.128516
Luke 12:23,Matt 27:52,Luke 12:22 | Luke 12:23 | Luke 12:24,Matt 27:44 | Matt 27:52 | Matt 27:53,5,0.109261
Luke 12:23,Matt 28:3,Luke 12:22 | Luke 12:23 | Luke 12:24,Matt 28:2 | Matt 28:3 | Matt 28:4,6,0.106821
Luke 12:23,Matt 24:45,Luke 12:22 | Luke 12:23 | Luke 12:24,Matt 24:44 | Matt 24:45 | Matt 24:46,7,0.100449
Luke 12:23,Matt 7:13,Luke 12:22 | Luke 12:23 | Luke 12:24,Matt 7:12 | Matt 7:13 | Matt 7:14,8,0.093249
Luke 12:23,Matt 27:59,Luke 12:22 | Luke 12:23 | Luke 12:24,Matt 27:58 | Matt 27:59 | Matt 27:61,9,0.092764
Luke 12:23,Matt 10:10,Luke 12:22 | Luke 12:23 | Luke 12:24,Matt 10:9 | Matt 10:10 | Matt 10:11,10,0.084115
Luke 12:24,Matt 6:26,Luke 12:23 | Luke 12:24 | Luke 12:25,Matt 6:25 | Matt 6:26 | Matt 6:27,1,0.395675
Luke 12:24,Matt 25:26,Luke 12:23 | Luke 12:24 | Luke 12:25,Matt 25:25 | Matt 25:26 | Matt 25:27,2,0.156578
Luke 12:24,Matt 25:24,Luke 12:23 | Luke 12:24 | Luke 12:25,Matt 25:23 | Matt 25:24 | Matt 25:25,3,0.146098
Luke 12:24,Matt 7:11,Luke 12:23 | Luke 12:24 | Luke 12:25,Matt 7:10 | Matt 7:11 | Matt 7:12,4,0.096717
Luke 12:24,Matt 10:25,Luke 12:23 | Luke 12:24 | Luke 12:25,Matt 10:24 | Matt 10:25 | Matt 10:26,5,0.095128
Luke 12:24,Matt 12:12,Luke 12:23 | Luke 12:24 | Luke 12:25,Matt 12:11 | Matt 12:12 | Matt 12:15,6,0.081635
Luke 12:24,Matt 10:24,Luke 12:23 | Luke 12:24 | Luke 12:25,Matt 10:23 | Matt 10:24 | Matt 10:25,7,0.076490
Luke 12:24,Matt 10:31,Luke 12:23 | Luke 12:24 | Luke 12:25,Matt 10:30 | Matt 10:31 | Matt 10:32,8,0.064554
Luke 12:24,Matt 27:13,Luke 12:23 | Luke 12:24 | Luke 12:25,Matt 27:10 | Matt 27:13 | Matt 27:14,9,0.064405
Luke 12:24,Matt 7:3,Luke 12:23 | Luke 12:24 | Luke 12:25,Matt 7:1 | Matt 7:3 | Matt 7:4,10,0.060265
Luke 12:25,Matt 6:27,Luke 12:24 | Luke 12:25 | Luke 12:26,Matt 6:26 | Matt 6:27 | Matt 6:28,1,0.628540
Luke 12:25,Matt 6:28,Luke 12:24 | Luke 12:25 | Luke 12:26,Matt 6:27 | Matt 6:28 | Matt 6:29,2,0.115472
Luke 12:25,Matt 6:31,Luke 12:24 | Luke 12:25 | Luke 12:26,Matt 6:30 | Matt 6:31 | Matt 6:32,3,0.113284
Luke 12:25,Matt 6:34,Luke 12:24 | Luke 12:25 | Luke 12:26,Matt 6:33 | Matt 6:34 | Matt 7:1,4,0.102492
Luke 12:25,Matt 6:33,Luke 12:24 | Luke 12:25 | Luke 12:26,Matt 6:32 | Matt 6:33 | Matt 6:34,5,0.075896
Luke 12:25,Matt 6:25,Luke 12:24 | Luke 12:25 | Luke 12:26,Matt 6:24 | Matt 6:25 | Matt 6:26,6,0.072471
Luke 12:25,Matt 17:16,Luke 12:24 | Luke 12:25 | Luke 12:26,Matt 17:15 | Matt 17:16 | Matt 17:18,7,0.055018
Luke 12:25,Matt 10:28,Luke 12:24 | Luke 12:25 | Luke 12:26,Matt 10:27 | Matt 10:28 | Matt 10:29,8,0.049387
Luke 12:25,Matt 6:24,Luke 12:24 | Luke 12:25 | Luke 12:26,Matt 6:23 | Matt 6:24 | Matt 6:25,9,0.044830
Luke 12:25,Matt 7:9,Luke 12:24 | Luke 12:25 | Luke 12:26,Matt 7:8 | Matt 7:9 | Matt 7:10,10,0.038972
Luke 12:26,Matt 6:31,Luke 12:25 | Luke 12:26 | Luke 12:27,Matt 6:30 | Matt 6:31 | Matt 6:32,1,0.121371
Luke 12:26,Matt 6:27,Luke 12:25 | Luke 12:26 | Luke 12:27,Matt 6:26 | Matt 6:27 | Matt 6:28,2,0.121017
Luke 12:26,Matt 25:45,Luke 12:25 | Luke 12:26 | Luke 12:27,Matt 25:44 | Matt 25:45 | Matt 25:46,3,0.116695
Luke 12:26,Matt 6:34,Luke 12:25 | Luke 12:26 | Luke 12:27,Matt 6:33 | Matt 6:34 | Matt 7:1,4,0.108899
Luke 12:26,Matt 5:19,Luke 12:25 | Luke 12:26 | Luke 12:27,Matt 5:17 | Matt 5:19 | Matt 5:20,5,0.085617
Luke 12:26,Matt 25:11,Luke 12:25 | Luke 12:26 | Luke 12:27,Matt 25:10 | Matt 25:11 | Matt 25:14,6,0.080422
Luke 12:26,Matt 22:6,Luke 12:25 | Luke 12:26 | Luke 12:27,Matt 22:5 | Matt 22:6 | Matt 22:7,7,0.078281
Luke 12:26,Matt 6:28,Luke 12:25 | Luke 12:26 | Luke 12:27,Matt 6:27 | Matt 6:28 | Matt 6:29,8,0.076955
Luke 12:26,Matt 6:25,Luke 12:25 | Luke 12:26 | Luke 12:27,Matt 6:24 | Matt 6:25 | Matt 6:26,9,0.070543
Luke 12:26,Matt 25:40,Luke 12:25 | Luke 12:26 | Luke 12:27,Matt 25:39 | Matt 25:40 | Matt 25:41,10,0.067727
Luke 12:27,Matt 6:29,Luke 12:26 | Luke 12:27 | Luke 12:28,Matt 6:28 | Matt 6:29 | Matt 6:30,1,0.661733
Luke 12:27,Matt 6:28,Luke 12:26 | Luke 12:27 | Luke 12:28,Matt 6:27 | Matt 6:28 | Matt 6:29,2,0.415049
Luke 12:27,Matt 25:45,Luke 12:26 | Luke 12:27 | Luke 12:28,Matt 25:44 | Matt 25:45 | Matt 25:46,3,0.127648
Luke 12:27,Matt 25:31,Luke 12:26 | Luke 12:27 | Luke 12:28,Matt 25:30 | Matt 25:31 | Matt 25:32,4,0.097877
Luke 12:27,Matt 25:40,Luke 12:26 | Luke 12:27 | Luke 12:28,Matt 25:39 | Matt 25:40 | Matt 25:41,5,0.082726
Luke 12:27,Matt 11:28,Luke 12:26 | Luke 12:27 | Luke 12:28,Matt 11:27 | Matt 11:28 | Matt 11:29,6,0.074624
Luke 12:27,Matt 12:42,Luke 12:26 | Luke 12:27 | Luke 12:28,Matt 12:41 | Matt 12:42 | Matt 12:43,7,0.070504
Luke 12:27,Matt 27:14,Luke 12:26 | Luke 12:27 | Luke 12:28,Matt 27:13 | Matt 27:14 | Matt 27:16,8,0.063311
Luke 12:27,Matt 25:38,Luke 12:26 | Luke 12:27 | Luke 12:28,Matt 25:37 | Matt 25:38 | Matt 25:39,9,0.058834
Luke 12:27,Matt 25:43,Luke 12:26 | Luke 12:27 | Luke 12:28,Matt 25:42 | Matt 25:43 | Matt 25:44,10,0.058249
Luke 12:28,Matt 6:30,Luke 12:27 | Luke 12:28 | Luke 12:29,Matt 6:29 | Matt 6:30 | Matt 6:31,1,0.574883
Luke 12:28,Matt 27:8,Luke 12:27 | Luke 12:28 | Luke 12:29,Matt 27:7 | Matt 27:8 | Matt 27:9,2,0.108602
Luke 12:28,Matt 7:11,Luke 12:27 | Luke 12:28 | Luke 12:29,Matt 7:10 | Matt 7:11 | Matt 7:12,3,0.106882
Luke 12:28,Matt 10:25,Luke 12:27 | Luke 12:28 | Luke 12:29,Matt 10:24 | Matt 10:25 | Matt 10:26,4,0.101648
Luke 12:28,Matt 6:34,Luke 12:27 | Luke 12:28 | Luke 12:29,Matt 6:33 | Matt 6:34 | Matt 7:1,5,0.084044
Luke 12:28,Matt 13:26,Luke 12:27 | Luke 12:28 | Luke 12:29,Matt 13:25 | Matt 13:26 | Matt 13:27,6,0.065619
Luke 12:28,Matt 12:28,Luke 12:27 | Luke 12:28 | Luke 12:29,Matt 12:23 | Matt 12:28 | Matt 12:30,7,0.058712
Luke 12:28,Matt 27:10,Luke 12:27 | Luke 12:28 | Luke 12:29,Matt 27:9 | Matt 27:10 | Matt 27:13,8,0.056343
Luke 12:28,Matt 6:23,Luke 12:27 | Luke 12:28 | Luke 12:29,Matt 6:22 | Matt 6:23 | Matt 6:24,9,0.052338
Luke 12:28,Matt 14:31,Luke 12:27 | Luke 12:28 | Luke 12:29,Matt 14:30 | Matt 14:31 | Matt 14:33,10,0.051675
Luke 12:29,Matt 6:31,Luke 12:28 | Luke 12:29 | Luke 12:30,Matt 6:30 | Matt 6:31 | Matt 6:32,1,0.395172
Luke 12:29,Matt 6:25,Luke 12:28 | Luke 12:29 | Luke 12:30,Matt 6:24 | Matt 6:25 | Matt 6:26,2,0.146456
Luke 12:29,Matt 11:18,Luke 12:28 | Luke 12:29 | Luke 12:30,Matt 11:17 | Matt 11:18 | Matt 11:19,3,0.098565
Luke 12:29,Matt 24:49,Luke 12:28 | Luke 12:29 | Luke 12:30,Matt 24:48 | Matt 24:49 | Matt 24:50,4,0.081622
Luke 12:29,Matt 11:19,Luke 12:28 | Luke 12:29 | Luke 12:30,Matt 11:18 | Matt 11:19 | Matt 11:20,5,0.078288
Luke 12:29,Matt 27:34,Luke 12:28 | Luke 12:29 | Luke 12:30,Matt 27:28 | Matt 27:34 | Matt 27:36,6,0.072656
Luke 12:29,Matt 12:30,Luke 12:28 | Luke 12:29 | Luke 12:30,Matt 12:28 | Matt 12:30 | Matt 12:32,7,0.072117
Luke 12:29,Matt 7:1,Luke 12:28 | Luke 12:29 | Luke 12:30,Matt 6:34 | Matt 7:1 | Matt 7:3,8,0.069897
Luke 12:29,Matt 6:3,Luke 12:28 | Luke 12:29 | Luke 12:30,Matt 6:2 | Matt 6:3 | Matt 6:4,9,0.068802
Luke 12:29,Matt 28:5,Luke 12:28 | Luke 12:29 | Luke 12:30,Matt 28:4 | Matt 28:5 | Matt 28:8,10,0.064459
Luke 12:30,Matt 6:32,Luke 12:29 | Luke 12:30 | Luke 12:31,Matt 6:31 | Matt 6:32 | Matt 6:33,1,0.377909
Luke 12:30,Matt 28:19,Luke 12:29 | Luke 12:30 | Luke 12:31,Matt 28:18 | Matt 28:19 | Matt 28:20,2,0.137697
Luke 12:30,Matt 13:51,Luke 12:29 | Luke 12:30 | Luke 12:31,Matt 13:50 | Matt 13:51 | Matt 13:52,3,0.127753
Luke 12:30,Matt 23:36,Luke 12:29 | Luke 12:30 | Luke 12:31,Matt 23:35 | Matt 23:36 | Matt 23:37,4,0.127694
Luke 12:30,Matt 13:56,Luke 12:29 | Luke 12:30 | Luke 12:31,Matt 13:53 | Matt 13:56 | Matt 13:58,5,0.121500
Luke 12:30,Matt 25:32,Luke 12:29 | Luke 12:30 | Luke 12:31,Matt 25:31 | Matt 25:32 | Matt 25:33,6,0.103395
Luke 12:30,Matt 4:9,Luke 12:29 | Luke 12:30 | Luke 12:31,Matt 4:8 | Matt 4:9 | Matt 4:10,7,0.099787
Luke 12:30,Matt 6:33,Luke 12:29 | Luke 12:30 | Luke 12:31,Matt 6:32 | Matt 6:33 | Matt 6:34,8,0.084601
Luke 12:30,Matt 13:38,Luke 12:29 | Luke 12:30 | Luke 12:31,Matt 13:37 | Matt 13:38 | Matt 13:39,9,0.078450
Luke 12:30,Matt 21:43,Luke 12:29 | Luke 12:30 | Luke 12:31,Matt 21:41 | Matt 21:43 | Matt 21:44,10,0.076621
Luke 12:31,Matt 6:33,Luke 12:30 | Luke 12:31 | Luke 12:32,Matt 6:32 | Matt 6:33 | Matt 6:34,1,0.280077
Luke 12:31,Matt 13:45,Luke 12:30 | Luke 12:31 | Luke 12:32,Matt 13:44 | Matt 13:45 | Matt 13:46,2,0.095910
Luke 12:31,Matt 6:27,Luke 12:30 | Luke 12:31 | Luke 12:32,Matt 6:26 | Matt 6:27 | Matt 6:28,3,0.093527
Luke 12:31,Matt 18:4,Luke 12:30 | Luke 12:31 | Luke 12:32,Matt 18:1 | Matt 18:4 | Matt 18:7,4,0.088386
Luke 12:31,Matt 26:16,Luke 12:30 | Luke 12:31 | Luke 12:32,Matt 26:15 | Matt 26:16 | Matt 26:18,5,0.078830
Luke 12:31,Matt 5:19,Luke 12:30 | Luke 12:31 | Luke 12:32,Matt 5:17 | Matt 5:19 | Matt 5:20,6,0.073273
Luke 12:31,Matt 21:43,Luke 12:30 | Luke 12:31 | Luke 12:32,Matt 21:41 | Matt 21:43 | Matt 21:44,7,0.072925
Luke 12:31,Matt 7:7,Luke 12:30 | Luke 12:31 | Luke 12:32,Matt 7:6 | Matt 7:7 | Matt 7:8,8,0.072816
Luke 12:31,Matt 13:41,Luke 12:30 | Luke 12:31 | Luke 12:32,Matt 13:40 | Matt 13:41 | Matt 13:42,9,0.069490
Luke 12:31,Matt 3:2,Luke 12:30 | Luke 12:31 | Luke 12:32,Matt 3:1 | Matt 3:2 | Matt 3:7,10,0.068818
Luke 12:32,Matt 17:7,Luke 12:31 | Luke 12:32 | Luke 12:33,Matt 17:6 | Matt 17:7 | Matt 17:13,1,0.128136
Luke 12:32,Matt 10:31,Luke 12:31 | Luke 12:32 | Luke 12:33,Matt 10:30 | Matt 10:31 | Matt 10:32,2,0.125237
Luke 12:32,Matt 18:14,Luke 12:31 | Luke 12:32 | Luke 12:33,Matt 18:13 | Matt 18:14 | Matt 18:15,3,0.119687
Luke 12:32,Matt 28:5,Luke 12:31 | Luke 12:32 | Luke 12:33,Matt 28:4 | Matt 28:5 | Matt 28:8,4,0.108214
Luke 12:32,Matt 10:28,Luke 12:31 | Luke 12:32 | Luke 12:33,Matt 10:27 | Matt 10:28 | Matt 10:29,5,0.103402
Luke 12:32,Matt 28:10,Luke 12:31 | Luke 12:32 | Luke 12:33,Matt 28:9 | Matt 28:10 | Matt 28:11,6,0.097133
Luke 12:32,Matt 6:18,Luke 12:31 | Luke 12:32 | Luke 12:33,Matt 6:17 | Matt 6:18 | Matt 6:19,7,0.091704
Luke 12:32,Matt 18:10,Luke 12:31 | Luke 12:32 | Luke 12:33,Matt 18:7 | Matt 18:10 | Matt 18:12,8,0.090190
Luke 12:32,Matt 23:9,Luke 12:31 | Luke 12:32 | Luke 12:33,Matt 23:8 | Matt 23:9 | Matt 23:10,9,0.088819
Luke 12:32,Matt 10:26,Luke 12:31 | Luke 12:32 | Luke 12:33,Matt 10:25 | Matt 10:26 | Matt 10:27,10,0.083656
Luke 12:33,Matt 6:20,Luke 12:32 | Luke 12:33 | Luke 12:34,Matt 6:19 | Matt 6:20 | Matt 6:21,1,0.280128
Luke 12:33,Matt 6:19,Luke 12:32 | Luke 12:33 | Luke 12:34,Matt 6:18 | Matt 6:19 | Matt 6:20,2,0.192632
Luke 12:33,Matt 6:3,Luke 12:32 | Luke 12:33 | Luke 12:34,Matt 6:2 | Matt 6:3 | Matt 6:4,3,0.083223
Luke 12:33,Matt 3:2,Luke 12:32 | Luke 12:33 | Luke 12:34,Matt 3:1 | Matt 3:2 | Matt 3:7,4,0.071545
Luke 12:33,Matt 6:2,Luke 12:32 | Luke 12:33 | Luke 12:34,Matt 6:1 | Matt 6:2 | Matt 6:3,5,0.064700
Luke 12:33,Matt 10:7,Luke 12:32 | Luke 12:33 | Luke 12:34,Matt 10:6 | Matt 10:7 | Matt 10:8,6,0.062609
Luke 12:33,Matt 13:44,Luke 12:32 | Luke 12:33 | Luke 12:34,Matt 13:43 | Matt 13:44 | Matt 13:45,7,0.061852
Luke 12:33,Matt 24:47,Luke 12:32 | Luke 12:33 | Luke 12:34,Matt 24:46 | Matt 24:47 | Matt 24:48,8,0.061680
Luke 12:33,Matt 7:21,Luke 12:32 | Luke 12:33 | Luke 12:34,Matt 7:20 | Matt 7:21 | Matt 7:22,9,0.059254
Luke 12:33,Matt 6:21,Luke 12:32 | Luke 12:33 | Luke 12:34,Matt 6:20 | Matt 6:21 | Matt 6:22,10,0.058449
Luke 12:34,Matt 6:21,Luke 12:33 | Luke 12:34 | Luke 12:35,Matt 6:20 | Matt 6:21 | Matt 6:22,1,0.789321
Luke 12:34,Matt 24:28,Luke 12:33 | Luke 12:34 | Luke 12:35,Matt 24:27 | Matt 24:28 | Matt 24:37,2,0.099566
Luke 12:34,Matt 18:35,Luke 12:33 | Luke 12:34 | Luke 12:35,Matt 18:34 | Matt 18:35 | Matt 19:2,3,0.099318
Luke 12:34,Matt 18:20,Luke 12:33 | Luke 12:34 | Luke 12:35,Matt 18:19 | Matt 18:20 | Matt 18:21,4,0.094028
Luke 12:34,Matt 12:35,Luke 12:33 | Luke 12:34 | Luke 12:35,Matt 12:34 | Matt 12:35 | Matt 12:36,5,0.089379
Luke 12:34,Matt 13:52,Luke 12:33 | Luke 12:34 | Luke 12:35,Matt 13:51 | Matt 13:52 | Matt 13:53,6,0.083550
Luke 12:34,Matt 13:15,Luke 12:33 | Luke 12:34 | Luke 12:35,Matt 13:10 | Matt 13:15 | Matt 13:16,7,0.083352
Luke 12:34,Matt 9:4,Luke 12:33 | Luke 12:34 | Luke 12:35,Matt 9:3 | Matt 9:4 | Matt 9:7,8,0.079823
Luke 12:34,Matt 13:50,Luke 12:33 | Luke 12:34 | Luke 12:35,Matt 13:49 | Matt 13:50 | Matt 13:51,9,0.076963
Luke 12:34,Matt 13:42,Luke 12:33 | Luke 12:34 | Luke 12:35,Matt 13:41 | Matt 13:42 | Matt 13:43,10,0.076963
Luke 12:35,Matt 5:15,Luke 12:34 | Luke 12:35 | Luke 12:36,Matt 5:14 | Matt 5:15 | Matt 5:16,1,0.146698
Luke 12:35,Matt 6:22,Luke 12:34 | Luke 12:35 | Luke 12:36,Matt 6:21 | Matt 6:22 | Matt 6:23,2,0.097401
Luke 12:35,Matt 13:40,Luke 12:34 | Luke 12:35 | Luke 12:36,Matt 13:39 | Matt 13:40 | Matt 13:41,3,0.095522
Luke 12:35,Matt 23:8,Luke 12:34 | Luke 12:35 | Luke 12:36,Matt 23:7 | Matt 23:8 | Matt 23:9,4,0.046475
Luke 12:35,Matt 6:4,Luke 12:34 | Luke 12:35 | Luke 12:36,Matt 6:3 | Matt 6:4 | Matt 6:5,5,0.044882
Luke 12:35,Matt 23:9,Luke 12:34 | Luke 12:35 | Luke 12:36,Matt 23:8 | Matt 23:9 | Matt 23:10,6,0.039759
Luke 12:35,Matt 6:21,Luke 12:34 | Luke 12:35 | Luke 12:36,Matt 6:20 | Matt 6:21 | Matt 6:22,7,0.036757
Luke 12:35,Matt 5:48,Luke 12:34 | Luke 12:35 | Luke 12:36,Matt 5:47 | Matt 5:48 | Matt 6:1,8,0.032905
Luke 12:35,Matt 6:23,Luke 12:34 | Luke 12:35 | Luke 12:36,Matt 6:22 | Matt 6:23 | Matt 6:24,9,0.029763
Luke 12:35,Matt 13:38,Luke 12:34 | Luke 12:35 | Luke 12:36,Matt 13:37 | Matt 13:38 | Matt 13:39,10,0.028257
Luke 12:36,Matt 7:7,Luke 12:35 | Luke 12:36 | Luke 12:37,Matt 7:6 | Matt 7:7 | Matt 7:8,1,0.115427
Luke 12:36,Matt 7:8,Luke 12:35 | Luke 12:36 | Luke 12:37,Matt 7:7 | Matt 7:8 | Matt 7:9,2,0.106172
Luke 12:36,Matt 20:33,Luke 12:35 | Luke 12:36 | Luke 12:37,Matt 20:20 | Matt 20:33 | Matt 20:34,3,0.098221
Luke 12:36,Matt 25:37,Luke 12:35 | Luke 12:36 | Luke 12:37,Matt 25:36 | Matt 25:37 | Matt 25:38,4,0.097857
Luke 12:36,Matt 25:11,Luke 12:35 | Luke 12:36 | Luke 12:37,Matt 25:10 | Matt 25:11 | Matt 25:14,5,0.091878
Luke 12:36,Matt 25:44,Luke 12:35 | Luke 12:36 | Luke 12:37,Matt 25:43 | Matt 25:44 | Matt 25:45,6,0.080988
Luke 12:36,Matt 25:39,Luke 12:35 | Luke 12:36 | Luke 12:37,Matt 25:38 | Matt 25:39 | Matt 25:40,7,0.077220
Luke 12:36,Matt 22:3,Luke 12:35 | Luke 12:36 | Luke 12:37,Matt 22:2 | Matt 22:3 | Matt 22:4,8,0.075846
Luke 12:36,Matt 22:2,Luke 12:35 | Luke 12:36 | Luke 12:37,Matt 22:1 | Matt 22:2 | Matt 22:3,9,0.065635
Luke 12:36,Matt 25:10,Luke 12:35 | Luke 12:36 | Luke 12:37,Matt 25:9 | Matt 25:10 | Matt 25:11,10,0.064648
Luke 12:37,Matt 24:46,Luke 12:36 | Luke 12:37 | Luke 12:38,Matt 24:45 | Matt 24:46 | Matt 24:47,1,0.485748
Luke 12:37,Matt 25:19,Luke 12:36 | Luke 12:37 | Luke 12:38,Matt 25:18 | Matt 25:19 | Matt 25:20,2,0.195819
Luke 12:37,Matt 18:27,Luke 12:36 | Luke 12:37 | Luke 12:38,Matt 18:26 | Matt 18:27 | Matt 18:28,3,0.140407
Luke 12:37,Matt 24:48,Luke 12:36 | Luke 12:37 | Luke 12:38,Matt 24:47 | Matt 24:48 | Matt 24:49,4,0.133673
Luke 12:37,Matt 24:50,Luke 12:36 | Luke 12:37 | Luke 12:38,Matt 24:49 | Matt 24:50 | Matt 24:51,5,0.121846
Luke 12:37,Matt 22:10,Luke 12:36 | Luke 12:37 | Luke 12:38,Matt 22:9 | Matt 22:10 | Matt 22:11,6,0.105886
Luke 12:37,Matt 18:28,Luke 12:36 | Luke 12:37 | Luke 12:38,Matt 18:27 | Matt 18:28 | Matt 18:29,7,0.093401
Luke 12:37,Matt 5:4,Luke 12:36 | Luke 12:37 | Luke 12:38,Matt 5:3 | Matt 5:4 | Matt 5:5,8,0.073396
Luke 12:37,Matt 8:11,Luke 12:36 | Luke 12:37 | Luke 12:38,Matt 8:10 | Matt 8:11 | Matt 8:12,9,0.071808
Luke 12:37,Matt 5:7,Luke 12:36 | Luke 12:37 | Luke 12:38,Matt 5:6 | Matt 5:7 | Matt 5:8,10,0.071183
Luke 12:38,Matt 22:26,Luke 12:37 | Luke 12:38 | Luke 12:39,Matt 22:22 | Matt 22:26 | Matt 22:27,1,0.262824
Luke 12:38,Matt 24:46,Luke 12:37 | Luke 12:38 | Luke 12:39,Matt 24:45 | Matt 24:46 | Matt 24:47,2,0.240063
Luke 12:38,Matt 11:6,Luke 12:37 | Luke 12:38 | Luke 12:39,Matt 11:5 | Matt 11:6 | Matt 11:7,3,0.178485
Luke 12:38,Matt 25:39,Luke 12:37 | Luke 12:38 | Luke 12:39,Matt 25:38 | Matt 25:39 | Matt 25:40,4,0.161612
Luke 12:38,Matt 5:11,Luke 12:37 | Luke 12:38 | Luke 12:39,Matt 5:10 | Matt 5:11 | Matt 5:12,5,0.105481
Luke 12:38,Matt 16:17,Luke 12:37 | Luke 12:38 | Luke 12:39,Matt 16:12 | Matt 16:17 | Matt 16:18,6,0.096612
Luke 12:38,Matt 12:44,Luke 12:37 | Luke 12:38 | Luke 12:39,Matt 12:43 | Matt 12:44 | Matt 12:45,7,0.082294
Luke 12:38,Matt 21:30,Luke 12:37 | Luke 12:38 | Luke 12:39,Matt 21:29 | Matt 21:30 | Matt 21:31,8,0.077262
Luke 12:38,Matt 14:10,Luke 12:37 | Luke 12:38 | Luke 12:39,Matt 14:9 | Matt 14:10 | Matt 14:18,9,0.074512
