luke_center_ref,matt_center_ref,luke_window_refs,matt_window_refs,rank,window_score
Luke 7:29,Matt 11:4,Luke 7:28 | Luke 7:29 | Luke 7:30,Matt 11:3 | Matt 11:4 | Matt 11:5,5,0.077660
Luke 7:29,Matt 13:15,Luke 7:28 | Luke 7:29 | Luke 7:30,Matt 13:10 | Matt 13:15 | Matt 13:16,6,0.077647
Luke 7:29,Matt 21:31,Luke 7:28 | Luke 7:29 | Luke 7:30,Matt 21:30 | Matt 21:31 | Matt 21:32,7,0.077038
Luke 7:29,Matt 28:19,Luke 7:28 | Luke 7:29 | Luke 7:30,Matt 28:18 | Matt 28:19 | Matt 28:20,8,0.076481
Luke 7:29,Matt 4:12,Luke 7:28 | Luke 7:29 | Luke 7:30,Matt 4:11 | Matt 4:12 | Matt 4:13,9,0.069173
Luke 7:29,Matt 11:13,Luke 7:28 | Luke 7:29 | Luke 7:30,Matt 11:12 | Matt 11:13 | Matt 11:14,10,0.066365
Luke 7:30,Matt 22:35,Luke 7:29 | Luke 7:30 | Luke 7:31,Matt 22:34 | Matt 22:35 | Matt 22:36,1,0.088839
Luke 7:30,Matt 3:14,Luke 7:29 | Luke 7:30 | Luke 7:31,Matt 3:12 | Matt 3:14 | Matt 3:15,2,0.066347
Luke 7:30,Matt 5:20,Luke 7:29 | Luke 7:30 | Luke 7:31,Matt 5:19 | Matt 5:20 | Matt 5:21,3,0.062448
Luke 7:30,Matt 28:19,Luke 7:29 | Luke 7:30 | Luke 7:31,Matt 28:18 | Matt 28:19 | Matt 28:20,4,0.060868
Luke 7:30,Matt 22:34,Luke 7:29 | Luke 7:30 | Luke 7:31,Matt 22:27 | Matt 22:34 | Matt 22:35,5,0.059105
Luke 7:30,Matt 22:41,Luke 7:29 | Luke 7:30 | Luke 7:31,Matt 22:40 | Matt 22:41 | Matt 22:43,6,0.055622
Luke 7:30,Matt 12:28,Luke 7:29 | Luke 7:30 | Luke 7:31,Matt 12:23 | Matt 12:28 | Matt 12:30,7,0.051030
Luke 7:30,Matt 21:45,Luke 7:29 | Luke 7:30 | Luke 7:31,Matt 21:44 | Matt 21:45 | Matt 22:1,8,0.048254
Luke 7:30,Matt 23:2,Luke 7:29 | Luke 7:30 | Luke 7:31,Matt 23:1 | Matt 23:2 | Matt 23:3,9,0.045327
Luke 7:30,Matt 27:62,Luke 7:29 | Luke 7:30 | Luke 7:31,Matt 27:61 | Matt 27:62 | Matt 27:63,10,0.043549
Luke 7:31,Matt 11:16,Luke 7:30 | Luke 7:31 | Luke 7:32,Matt 11:14 | Matt 11:16 | Matt 11:17,1,0.326893
Luke 7:31,Matt 23:36,Luke 7:30 | Luke 7:31 | Luke 7:32,Matt 23:35 | Matt 23:36 | Matt 23:37,2,0.191865
Luke 7:31,Matt 21:10,Luke 7:30 | Luke 7:31 | Luke 7:32,Matt 21:7 | Matt 21:10 | Matt 21:11,3,0.120272
Luke 7:31,Matt 7:9,Luke 7:30 | Luke 7:31 | Luke 7:32,Matt 7:8 | Matt 7:9 | Matt 7:10,4,0.120099
Luke 7:31,Matt 26:68,Luke 7:30 | Luke 7:31 | Luke 7:32,Matt 26:66 | Matt 26:68 | Matt 26:70,5,0.118772
Luke 7:31,Matt 6:31,Luke 7:30 | Luke 7:31 | Luke 7:32,Matt 6:30 | Matt 6:31 | Matt 6:32,6,0.118282
Luke 7:31,Matt 22:2,Luke 7:30 | Luke 7:31 | Luke 7:32,Matt 22:1 | Matt 22:2 | Matt 22:3,7,0.109795
Luke 7:31,Matt 12:41,Luke 7:30 | Luke 7:31 | Luke 7:32,Matt 12:40 | Matt 12:41 | Matt 12:42,8,0.107552
Luke 7:31,Matt 12:45,Luke 7:30 | Luke 7:31 | Luke 7:32,Matt 12:44 | Matt 12:45 | Matt 13:1,9,0.107539
Luke 7:31,Matt 18:23,Luke 7:30 | Luke 7:31 | Luke 7:32,Matt 18:22 | Matt 18:23 | Matt 18:24,10,0.107516
Luke 7:32,Matt 11:17,Luke 7:31 | Luke 7:32 | Luke 7:33,Matt 11:16 | Matt 11:17 | Matt 11:18,1,0.592822
Luke 7:32,Matt 11:16,Luke 7:31 | Luke 7:32 | Luke 7:33,Matt 11:14 | Matt 11:16 | Matt 11:17,2,0.266925
Luke 7:32,Matt 25:43,Luke 7:31 | Luke 7:32 | Luke 7:33,Matt 25:42 | Matt 25:43 | Matt 25:44,3,0.079443
Luke 7:32,Matt 13:45,Luke 7:31 | Luke 7:32 | Luke 7:33,Matt 13:44 | Matt 13:45 | Matt 13:46,4,0.078774
Luke 7:32,Matt 2:18,Luke 7:31 | Luke 7:32 | Luke 7:33,Matt 2:17 | Matt 2:18 | Matt 2:19,5,0.074973
Luke 7:32,Matt 13:47,Luke 7:31 | Luke 7:32 | Luke 7:33,Matt 13:46 | Matt 13:47 | Matt 13:48,6,0.073465
Luke 7:32,Matt 13:31,Luke 7:31 | Luke 7:32 | Luke 7:33,Matt 13:30 | Matt 13:31 | Matt 13:33,7,0.071907
Luke 7:32,Matt 2:9,Luke 7:31 | Luke 7:32 | Luke 7:33,Matt 2:8 | Matt 2:9 | Matt 2:10,8,0.070499
Luke 7:32,Matt 19:18,Luke 7:31 | Luke 7:32 | Luke 7:33,Matt 19:15 | Matt 19:18 | Matt 19:19,9,0.070348
Luke 7:32,Matt 13:52,Luke 7:31 | Luke 7:32 | Luke 7:33,Matt 13:51 | Matt 13:52 | Matt 13:53,10,0.066650
Luke 7:33,Matt 11:18,Luke 7:32 | Luke 7:33 | Luke 7:34,Matt 11:17 | Matt 11:18 | Matt 11:19,1,0.512271
Luke 7:33,Matt 27:34,Luke 7:32 | Luke 7:33 | Luke 7:34,Matt 27:28 | Matt 27:34 | Matt 27:36,2,0.181023
Luke 7:33,Matt 17:13,Luke 7:32 | Luke 7:33 | Luke 7:34,Matt 17:7 | Matt 17:13 | Matt 17:14,3,0.179929
Luke 7:33,Matt 3:1,Luke 7:32 | Luke 7:33 | Luke 7:34,Matt 2:23 | Matt 3:1 | Matt 3:2,4,0.142990
Luke 7:33,Matt 11:12,Luke 7:32 | Luke 7:33 | Luke 7:34,Matt 11:11 | Matt 11:12 | Matt 11:13,5,0.127468
Luke 7:33,Matt 11:11,Luke 7:32 | Luke 7:33 | Luke 7:34,Matt 11:9 | Matt 11:11 | Matt 11:12,6,0.120418
Luke 7:33,Matt 21:32,Luke 7:32 | Luke 7:33 | Luke 7:34,Matt 21:31 | Matt 21:32 | Matt 21:35,7,0.084905
Luke 7:33,Matt 6:31,Luke 7:32 | Luke 7:33 | Luke 7:34,Matt 6:30 | Matt 6:31 | Matt 6:32,8,0.081254
Luke 7:33,Matt 24:49,Luke 7:32 | Luke 7:33 | Luke 7:34,Matt 24:48 | Matt 24:49 | Matt 24:50,9,0.073660
Luke 7:33,Matt 3:14,Luke 7:32 | Luke 7:33 | Luke 7:34,Matt 3:12 | Matt 3:14 | Matt 3:15,10,0.071420
Luke 7:34,Matt 11:19,Luke 7:33 | Luke 7:34 | Luke 7:35,Matt 11:18 | Matt 11:19 | Matt 11:20,1,0.689853
Luke 7:34,Matt 11:18,Luke 7:33 | Luke 7:34 | Luke 7:35,Matt 11:17 | Matt 11:18 | Matt 11:19,2,0.211177
Luke 7:34,Matt 25:31,Luke 7:33 | Luke 7:34 | Luke 7:35,Matt 25:30 | Matt 25:31 | Matt 25:32,3,0.135307
Luke 7:34,Matt 24:49,Luke 7:33 | Luke 7:34 | Luke 7:35,Matt 24:48 | Matt 24:49 | Matt 24:50,4,0.123843
Luke 7:34,Matt 10:23,Luke 7:33 | Luke 7:34 | Luke 7:35,Matt 10:16 | Matt 10:23 | Matt 10:24,5,0.122784
Luke 7:34,Matt 13:37,Luke 7:33 | Luke 7:34 | Luke 7:35,Matt 13:36 | Matt 13:37 | Matt 13:38,6,0.106932
Luke 7:34,Matt 24:39,Luke 7:33 | Luke 7:34 | Luke 7:35,Matt 24:38 | Matt 24:39 | Matt 24:40,7,0.100691
Luke 7:34,Matt 24:44,Luke 7:33 | Luke 7:34 | Luke 7:35,Matt 24:43 | Matt 24:44 | Matt 24:45,8,0.100671
Luke 7:34,Matt 24:37,Luke 7:33 | Luke 7:34 | Luke 7:35,Matt 24:28 | Matt 24:37 | Matt 24:38,9,0.100148
Luke 7:34,Matt 16:27,Luke 7:33 | Luke 7:34 | Luke 7:35,Matt 16:20 | Matt 16:27 | Matt 17:2,10,0.087827
Luke 7:35,Matt 11:19,Luke 7:34 | Luke 7:35 | Luke 7:36,Matt 11:18 | Matt 11:19 | Matt 11:20,1,0.266016
Luke 7:35,Matt 27:25,Luke 7:34 | Luke 7:35 | Luke 7:36,Matt 27:24 | Matt 27:25 | Matt 27:28,2,0.126769
Luke 7:35,Matt 12:37,Luke 7:34 | Luke 7:35 | Luke 7:36,Matt 12:36 | Matt 12:37 | Matt 12:38,3,0.113531
Luke 7:35,Matt 21:28,Luke 7:34 | Luke 7:35 | Luke 7:36,Matt 21:20 | Matt 21:28 | Matt 21:29,4,0.091253
Luke 7:35,Matt 18:25,Luke 7:34 | Luke 7:35 | Luke 7:36,Matt 18:24 | Matt 18:25 | Matt 18:26,5,0.082446
Luke 7:35,Matt 2:18,Luke 7:34 | Luke 7:35 | Luke 7:36,Matt 2:17 | Matt 2:18 | Matt 2:19,6,0.077207
Luke 7:35,Matt 12:42,Luke 7:34 | Luke 7:35 | Luke 7:36,Matt 12:41 | Matt 12:42 | Matt 12:43,7,0.073237
Luke 7:35,Matt 7:11,Luke 7:34 | Luke 7:35 | Luke 7:36,Matt 7:10 | Matt 7:11 | Matt 7:12,8,0.059159
Luke 7:35,Matt 23:37,Luke 7:34 | Luke 7:35 | Luke 7:36,Matt 23:36 | Matt 23:37 | Matt 23:38,9,0.050528
Luke 7:35,Matt 9:35,Luke 7:34 | Luke 7:35 | Luke 7:36,Matt 9:33 | Matt 9:35 | Matt 9:37,10,0.050096
Luke 7:36,Matt 22:41,Luke 7:35 | Luke 7:36 | Luke 7:37,Matt 22:40 | Matt 22:41 | Matt 22:43,1,0.133781
Luke 7:36,Matt 23:13,Luke 7:35 | Luke 7:36 | Luke 7:37,Matt 23:12 | Matt 23:13 | Matt 23:15,2,0.116852
Luke 7:36,Matt 21:45,Luke 7:35 | Luke 7:36 | Luke 7:37,Matt 21:44 | Matt 21:45 | Matt 22:1,3,0.100663
Luke 7:36,Matt 23:2,Luke 7:35 | Luke 7:36 | Luke 7:37,Matt 23:1 | Matt 23:2 | Matt 23:3,4,0.095701
Luke 7:36,Matt 5:20,Luke 7:35 | Luke 7:36 | Luke 7:37,Matt 5:19 | Matt 5:20 | Matt 5:21,5,0.093697
Luke 7:36,Matt 9:7,Luke 7:35 | Luke 7:36 | Luke 7:37,Matt 9:4 | Matt 9:7 | Matt 9:8,6,0.090482
Luke 7:36,Matt 15:12,Luke 7:35 | Luke 7:36 | Luke 7:37,Matt 14:35 | Matt 15:12 | Matt 15:13,7,0.089793
Luke 7:36,Matt 12:38,Luke 7:35 | Luke 7:36 | Luke 7:37,Matt 12:37 | Matt 12:38 | Matt 12:39,8,0.087667
Luke 7:36,Matt 27:62,Luke 7:35 | Luke 7:36 | Luke 7:37,Matt 27:61 | Matt 27:62 | Matt 27:63,9,0.087591
Luke 7:36,Matt 22:15,Luke 7:35 | Luke 7:36 | Luke 7:37,Matt 22:14 | Matt 22:15 | Matt 22:18,10,0.084852
Luke 7:37,Matt 26:7,Luke 7:36 | Luke 7:37 | Luke 7:38,Matt 26:3 | Matt 26:7 | Matt 26:12,1,0.184680
Luke 7:37,Matt 7:20,Luke 7:36 | Luke 7:37 | Luke 7:38,Matt 7:19 | Matt 7:20 | Matt 7:21,2,0.091229
Luke 7:37,Matt 25:27,Luke 7:36 | Luke 7:37 | Luke 7:38,Matt 25:26 | Matt 25:27 | Matt 25:28,3,0.062756
Luke 7:37,Matt 11:27,Luke 7:36 | Luke 7:37 | Luke 7:38,Matt 11:26 | Matt 11:27 | Matt 11:28,4,0.060324
Luke 7:37,Matt 10:12,Luke 7:36 | Luke 7:37 | Luke 7:38,Matt 10:11 | Matt 10:12 | Matt 10:13,5,0.059790
Luke 7:37,Matt 27:62,Luke 7:36 | Luke 7:37 | Luke 7:38,Matt 27:61 | Matt 27:62 | Matt 27:63,6,0.059587
Luke 7:37,Matt 10:23,Luke 7:36 | Luke 7:37 | Luke 7:38,Matt 10:16 | Matt 10:23 | Matt 10:24,7,0.057488
Luke 7:37,Matt 10:14,Luke 7:36 | Luke 7:37 | Luke 7:38,Matt 10:13 | Matt 10:14 | Matt 10:15,8,0.057321
Luke 7:37,Matt 26:12,Luke 7:36 | Luke 7:37 | Luke 7:38,Matt 26:7 | Matt 26:12 | Matt 26:15,9,0.057145
Luke 7:37,Matt 13:1,Luke 7:36 | Luke 7:37 | Luke 7:38,Matt 12:45 | Matt 13:1 | Matt 13:10,10,0.054241
Luke 7:38,Matt 10:30,Luke 7:37 | Luke 7:38 | Luke 7:39,Matt 10:29 | Matt 10:30 | Matt 10:31,1,0.160351
Luke 7:38,Matt 5:35,Luke 7:37 | Luke 7:38 | Luke 7:39,Matt 5:34 | Matt 5:35 | Matt 5:36,2,0.109182
Luke 7:38,Matt 15:30,Luke 7:37 | Luke 7:38 | Luke 7:39,Matt 15:29 | Matt 15:30 | Matt 15:31,3,0.107946
Luke 7:38,Matt 28:9,Luke 7:37 | Luke 7:38 | Luke 7:39,Matt 28:8 | Matt 28:9 | Matt 28:10,4,0.101490
Luke 7:38,Matt 7:6,Luke 7:37 | Luke 7:38 | Luke 7:39,Matt 7:5 | Matt 7:6 | Matt 7:7,5,0.101040
Luke 7:38,Matt 6:17,Luke 7:37 | Luke 7:38 | Luke 7:39,Matt 6:16 | Matt 6:17 | Matt 6:18,6,0.098900
Luke 7:38,Matt 10:14,Luke 7:37 | Luke 7:38 | Luke 7:39,Matt 10:13 | Matt 10:14 | Matt 10:15,7,0.082714
Luke 7:38,Matt 26:7,Luke 7:37 | Luke 7:38 | Luke 7:39,Matt 26:3 | Matt 26:7 | Matt 26:12,8,0.077353
Luke 7:38,Matt 4:6,Luke 7:37 | Luke 7:38 | Luke 7:39,Matt 4:5 | Matt 4:6 | Matt 4:7,9,0.075734
Luke 7:38,Matt 22:13,Luke 7:37 | Luke 7:38 | Luke 7:39,Matt 22:12 | Matt 22:13 | Matt 22:14,10,0.069219
Luke 7:39,Matt 21:11,Luke 7:38 | Luke 7:39 | Luke 7:40,Matt 21:10 | Matt 21:11 | Matt 21:14,1,0.148818
Luke 7:39,Matt 21:45,Luke 7:38 | Luke 7:39 | Luke 7:40,Matt 21:44 | Matt 21:45 | Matt 22:1,2,0.104999
Luke 7:39,Matt 12:23,Luke 7:38 | Luke 7:39 | Luke 7:40,Matt 12:22 | Matt 12:23 | Matt 12:28,3,0.095843
Luke 7:39,Matt 12:7,Luke 7:38 | Luke 7:39 | Luke 7:40,Matt 12:6 | Matt 12:7 | Matt 12:9,4,0.094417
Luke 7:39,Matt 9:3,Luke 7:38 | Luke 7:39 | Luke 7:40,Matt 9:1 | Matt 9:3 | Matt 9:4,5,0.081513
Luke 7:39,Matt 17:7,Luke 7:38 | Luke 7:39 | Luke 7:40,Matt 17:6 | Matt 17:7 | Matt 17:13,6,0.076909
Luke 7:39,Matt 11:9,Luke 7:38 | Luke 7:39 | Luke 7:40,Matt 11:8 | Matt 11:9 | Matt 11:11,7,0.076781
Luke 7:39,Matt 26:25,Luke 7:38 | Luke 7:39 | Luke 7:40,Matt 26:18 | Matt 26:25 | Matt 26:42,8,0.075872
Luke 7:39,Matt 18:4,Luke 7:38 | Luke 7:39 | Luke 7:40,Matt 18:1 | Matt 18:4 | Matt 18:7,9,0.071486
Luke 7:39,Matt 23:30,Luke 7:38 | Luke 7:39 | Luke 7:40,Matt 23:29 | Matt 23:30 | Matt 23:31,10,0.070215
Luke 7:40,Matt 22:1,Luke 7:39 | Luke 7:40 | Luke 7:41,Matt 21:45 | Matt 22:1 | Matt 22:2,1,0.191640
Luke 7:40,Matt 26:18,Luke 7:39 | Luke 7:40 | Luke 7:41,Matt 26:16 | Matt 26:18 | Matt 26:25,2,0.183362
Luke 7:40,Matt 11:4,Luke 7:39 | Luke 7:40 | Luke 7:41,Matt 11:3 | Matt 11:4 | Matt 11:5,3,0.177465
Luke 7:40,Matt 12:38,Luke 7:39 | Luke 7:40 | Luke 7:41,Matt 12:37 | Matt 12:38 | Matt 12:39,4,0.149623
Luke 7:40,Matt 16:17,Luke 7:39 | Luke 7:40 | Luke 7:41,Matt 16:12 | Matt 16:17 | Matt 16:18,5,0.149487
Luke 7:40,Matt 15:28,Luke 7:39 | Luke 7:40 | Luke 7:41,Matt 15:25 | Matt 15:28 | Matt 15:29,6,0.122588
Luke 7:40,Matt 3:15,Luke 7:39 | Luke 7:40 | Luke 7:41,Matt 3:14 | Matt 3:15 | Matt 4:1,7,0.121610
Luke 7:40,Matt 5:23,Luke 7:39 | Luke 7:40 | Luke 7:41,Matt 5:22 | Matt 5:23 | Matt 5:24,8,0.116989
Luke 7:40,Matt 8:19,Luke 7:39 | Luke 7:40 | Luke 7:41,Matt 8:18 | Matt 8:19 | Matt 8:20,9,0.115659
Luke 7:40,Matt 11:25,Luke 7:39 | Luke 7:40 | Luke 7:41,Matt 11:24 | Matt 11:25 | Matt 11:26,10,0.105122
Luke 7:41,Matt 18:28,Luke 7:40 | Luke 7:41 | Luke 7:42,Matt 18:27 | Matt 18:28 | Matt 18:29,1,0.124661
Luke 7:41,Matt 6:24,Luke 7:40 | Luke 7:41 | Luke 7:42,Matt 6:23 | Matt 6:24 | Matt 6:25,2,0.083148
Luke 7:41,Matt 24:40,Luke 7:40 | Luke 7:41 | Luke 7:42,Matt 24:39 | Matt 24:40 | Matt 24:41,3,0.074570
Luke 7:41,Matt 20:13,Luke 7:40 | Luke 7:41 | Luke 7:42,Matt 20:12 | Matt 20:13 | Matt 20:14,4,0.068858
Luke 7:41,Matt 24:41,Luke 7:40 | Luke 7:41 | Luke 7:42,Matt 24:40 | Matt 24:41 | Matt 24:43,5,0.067340
Luke 7:41,Matt 25:17,Luke 7:40 | Luke 7:41 | Luke 7:42,Matt 25:16 | Matt 25:17 | Matt 25:18,6,0.061968
Luke 7:41,Matt 22:19,Luke 7:40 | Luke 7:41 | Luke 7:42,Matt 22:18 | Matt 22:19 | Matt 22:22,7,0.058946
Luke 7:41,Matt 20:9,Luke 7:40 | Luke 7:41 | Luke 7:42,Matt 20:8 | Matt 20:9 | Matt 20:10,8,0.055091
Luke 7:41,Matt 18:30,Luke 7:40 | Luke 7:41 | Luke 7:42,Matt 18:29 | Matt 18:30 | Matt 18:31,9,0.054959
Luke 7:41,Matt 20:2,Luke 7:40 | Luke 7:41 | Luke 7:42,Matt 20:1 | Matt 20:2 | Matt 20:3,10,0.054033
Luke 7:42,Matt 18:25,Luke 7:41 | Luke 7:42 | Luke 7:43,Matt 18:24 | Matt 18:25 | Matt 18:26,1,0.277966
Luke 7:42,Matt 5:46,Luke 7:41 | Luke 7:42 | Luke 7:43,Matt 5:45 | Matt 5:46 | Matt 5:47,2,0.129807
Luke 7:42,Matt 22:12,Luke 7:41 | Luke 7:42 | Luke 7:43,Matt 22:11 | Matt 22:12 | Matt 22:13,3,0.082390
Luke 7:42,Matt 6:31,Luke 7:41 | Luke 7:42 | Luke 7:43,Matt 6:30 | Matt 6:31 | Matt 6:32,4,0.071738
Luke 7:42,Matt 19:19,Luke 7:41 | Luke 7:42 | Luke 7:43,Matt 19:18 | Matt 19:19 | Matt 19:20,5,0.063720
Luke 7:42,Matt 5:26,Luke 7:41 | Luke 7:42 | Luke 7:43,Matt 5:25 | Matt 5:26 | Matt 5:27,6,0.063275
Luke 7:42,Matt 5:44,Luke 7:41 | Luke 7:42 | Luke 7:43,Matt 5:43 | Matt 5:44 | Matt 5:45,7,0.062985
Luke 7:42,Matt 10:31,Luke 7:41 | Luke 7:42 | Luke 7:43,Matt 10:30 | Matt 10:31 | Matt 10:32,8,0.059778
Luke 7:42,Matt 5:43,Luke 7:41 | Luke 7:42 | Luke 7:43,Matt 5:42 | Matt 5:43 | Matt 5:44,9,0.059474
Luke 7:42,Matt 18:29,Luke 7:41 | Luke 7:42 | Luke 7:43,Matt 18:28 | Matt 18:29 | Matt 18:30,10,0.058849
Luke 7:43,Matt 7:1,Luke 7:42 | Luke 7:43 | Luke 7:44,Matt 6:34 | Matt 7:1 | Matt 7:3,1,0.127269
Luke 7:43,Matt 16:17,Luke 7:42 | Luke 7:43 | Luke 7:44,Matt 16:12 | Matt 16:17 | Matt 16:18,2,0.069201
Luke 7:43,Matt 26:25,Luke 7:42 | Luke 7:43 | Luke 7:44,Matt 26:18 | Matt 26:25 | Matt 26:42,3,0.063335
Luke 7:43,Matt 27:21,Luke 7:42 | Luke 7:43 | Luke 7:44,Matt 27:20 | Matt 27:21 | Matt 27:22,4,0.061167
Luke 7:43,Matt 22:1,Luke 7:42 | Luke 7:43 | Luke 7:44,Matt 21:45 | Matt 22:1 | Matt 22:2,5,0.060993
Luke 7:43,Matt 5:40,Luke 7:42 | Luke 7:43 | Luke 7:44,Matt 5:39 | Matt 5:40 | Matt 5:41,6,0.060471
Luke 7:43,Matt 19:28,Luke 7:42 | Luke 7:43 | Luke 7:44,Matt 19:20 | Matt 19:28 | Matt 20:1,7,0.056929
Luke 7:43,Matt 16:2,Luke 7:42 | Luke 7:43 | Luke 7:44,Matt 15:39 | Matt 16:2 | Matt 16:3,8,0.054511
Luke 7:43,Matt 24:11,Luke 7:42 | Luke 7:43 | Luke 7:44,Matt 24:10 | Matt 24:11 | Matt 24:12,9,0.052907
Luke 7:43,Matt 21:30,Luke 7:42 | Luke 7:43 | Luke 7:44,Matt 21:29 | Matt 21:30 | Matt 21:31,10,0.050869
Luke 7:44,Matt 10:12,Luke 7:43 | Luke 7:44 | Luke 7:45,Matt 10:11 | Matt 10:12 | Matt 10:13,1,0.138687
Luke 7:44,Matt 7:6,Luke 7:43 | Luke 7:44 | Luke 7:45,Matt 7:5 | Matt 7:6 | Matt 7:7,2,0.093752
Luke 7:44,Matt 10:14,Luke 7:43 | Luke 7:44 | Luke 7:45,Matt 10:13 | Matt 10:14 | Matt 10:15,3,0.076547
Luke 7:44,Matt 25:42,Luke 7:43 | Luke 7:44 | Luke 7:45,Matt 25:41 | Matt 25:42 | Matt 25:43,4,0.076374
Luke 7:44,Matt 5:28,Luke 7:43 | Luke 7:44 | Luke 7:45,Matt 5:27 | Matt 5:28 | Matt 5:29,5,0.073919
Luke 7:44,Matt 28:9,Luke 7:43 | Luke 7:44 | Luke 7:45,Matt 28:8 | Matt 28:9 | Matt 28:10,6,0.072120
Luke 7:44,Matt 22:27,Luke 7:43 | Luke 7:44 | Luke 7:45,Matt 22:26 | Matt 22:27 | Matt 22:34,7,0.071969
Luke 7:44,Matt 9:22,Luke 7:43 | Luke 7:44 | Luke 7:45,Matt 9:19 | Matt 9:22 | Matt 9:23,8,0.071090
Luke 7:44,Matt 10:30,Luke 7:43 | Luke 7:44 | Luke 7:45,Matt 10:29 | Matt 10:30 | Matt 10:31,9,0.067337
Luke 7:44,Matt 22:13,Luke 7:43 | Luke 7:44 | Luke 7:45,Matt 22:12 | Matt 22:13 | Matt 22:14,10,0.058345
Luke 7:45,Matt 25:42,Luke 7:44 | Luke 7:45 | Luke 7:46,Matt 25:41 | Matt 25:42 | Matt 25:43,1,0.141061
Luke 7:45,Matt 23:13,Luke 7:44 | Luke 7:45 | Luke 7:46,Matt 23:12 | Matt 23:13 | Matt 23:15,2,0.081525
Luke 7:45,Matt 19:18,Luke 7:44 | Luke 7:45 | Luke 7:46,Matt 19:15 | Matt 19:18 | Matt 19:19,3,0.079471
Luke 7:45,Matt 19:11,Luke 7:44 | Luke 7:45 | Luke 7:46,Matt 19:10 | Matt 19:11 | Matt 19:12,4,0.073886
Luke 7:45,Matt 12:39,Luke 7:44 | Luke 7:45 | Luke 7:46,Matt 12:38 | Matt 12:39 | Matt 12:40,5,0.072905
Luke 7:45,Matt 25:43,Luke 7:44 | Luke 7:45 | Luke 7:46,Matt 25:42 | Matt 25:43 | Matt 25:44,6,0.067111
Luke 7:45,Matt 7:21,Luke 7:44 | Luke 7:45 | Luke 7:46,Matt 7:20 | Matt 7:21 | Matt 7:22,7,0.059233
Luke 7:45,Matt 16:11,Luke 7:44 | Luke 7:45 | Luke 7:46,Matt 16:3 | Matt 16:11 | Matt 16:12,8,0.058639
Luke 7:45,Matt 7:6,Luke 7:44 | Luke 7:45 | Luke 7:46,Matt 7:5 | Matt 7:6 | Matt 7:7,9,0.054836
Luke 7:45,Matt 24:50,Luke 7:44 | Luke 7:45 | Luke 7:46,Matt 24:49 | Matt 24:50 | Matt 24:51,10,0.051533
Luke 7:46,Matt 6:17,Luke 7:45 | Luke 7:46 | Luke 7:47,Matt 6:16 | Matt 6:17 | Matt 6:18,1,0.218271
Luke 7:46,Matt 26:12,Luke 7:45 | Luke 7:46 | Luke 7:47,Matt 26:7 | Matt 26:12 | Matt 26:15,2,0.151962
Luke 7:46,Matt 26:7,Luke 7:45 | Luke 7:46 | Luke 7:47,Matt 26:3 | Matt 26:7 | Matt 26:12,3,0.096852
Luke 7:46,Matt 25:3,Luke 7:45 | Luke 7:46 | Luke 7:47,Matt 25:2 | Matt 25:3 | Matt 25:4,4,0.077778
Luke 7:46,Matt 25:4,Luke 7:45 | Luke 7:46 | Luke 7:47,Matt 25:3 | Matt 25:4 | Matt 25:5,5,0.070259
Luke 7:46,Matt 25:8,Luke 7:45 | Luke 7:46 | Luke 7:47,Matt 25:7 | Matt 25:8 | Matt 25:9,6,0.069136
Luke 7:46,Matt 10:30,Luke 7:45 | Luke 7:46 | Luke 7:47,Matt 10:29 | Matt 10:30 | Matt 10:31,7,0.065995
Luke 7:46,Matt 5:36,Luke 7:45 | Luke 7:46 | Luke 7:47,Matt 5:35 | Matt 5:36 | Matt 5:37,8,0.057865
Luke 7:46,Matt 8:20,Luke 7:45 | Luke 7:46 | Luke 7:47,Matt 8:19 | Matt 8:20 | Matt 8:21,9,0.052750
Luke 7:46,Matt 28:9,Luke 7:45 | Luke 7:46 | Luke 7:47,Matt 28:8 | Matt 28:9 | Matt 28:10,10,0.047970
Luke 7:47,Matt 22:14,Luke 7:46 | Luke 7:47 | Luke 7:49,Matt 22:13 | Matt 22:14 | Matt 22:15,1,0.156614
Luke 7:47,Matt 9:37,Luke 7:46 | Luke 7:47 | Luke 7:49,Matt 9:35 | Matt 9:37 | Matt 9:38,2,0.153381
Luke 7:47,Matt 5:46,Luke 7:46 | Luke 7:47 | Luke 7:49,Matt 5:45 | Matt 5:46 | Matt 5:47,3,0.146792
Luke 7:47,Matt 5:44,Luke 7:46 | Luke 7:47 | Luke 7:49,Matt 5:43 | Matt 5:44 | Matt 5:45,4,0.114205
Luke 7:47,Matt 6:12,Luke 7:46 | Luke 7:47 | Luke 7:49,Matt 6:11 | Matt 6:12 | Matt 6:13,5,0.112432
Luke 7:47,Matt 3:15,Luke 7:46 | Luke 7:47 | Luke 7:49,Matt 3:14 | Matt 3:15 | Matt 4:1,6,0.108949
Luke 7:47,Matt 5:43,Luke 7:46 | Luke 7:47 | Luke 7:49,Matt 5:42 | Matt 5:43 | Matt 5:44,7,0.104459
Luke 7:47,Matt 19:19,Luke 7:46 | Luke 7:47 | Luke 7:49,Matt 19:18 | Matt 19:19 | Matt 19:20,8,0.102906
Luke 7:47,Matt 12:32,Luke 7:46 | Luke 7:47 | Luke 7:49,Matt 12:30 | Matt 12:32 | Matt 12:33,9,0.093299
Luke 7:47,Matt 25:23,Luke 7:46 | Luke 7:47 | Luke 7:49,Matt 25:22 | Matt 25:23 | Matt 25:24,10,0.092673
