layer,source_ref,target_ref,max_exact_run_len,formula_risk
epistle_to_gospel,2Tim 4:8,Luke 6:21-24,4,low
epistle_to_gospel,2Tim 4:8,Luke 6:22-23,4,low
epistle_to_gospel,2Tim 4:8,Luke 6:22-24,4,low
epistle_to_gospel,2Tim 4:8,Luke 6:22-25,4,low
epistle_to_gospel,2Tim 4:8,Luke 6:23,4,low
epistle_to_gospel,2Tim 4:8,Luke 6:23-24,4,low
epistle_to_gospel,2Tim 4:8,Luke 6:23-25,4,low
epistle_to_gospel,2Tim 4:8,Luke 6:23-26,4,low
epistle_to_gospel,2Tim 4:8,Mark 2:17-20,4,low
epistle_to_gospel,2Tim 4:8,Mark 2:18-20,4,low
epistle_to_gospel,2Tim 4:8,Mark 2:18-21,4,low
epistle_to_gospel,2Tim 4:8,Mark 2:19-20,4,low
epistle_to_gospel,2Tim 4:8,Mark 2:19-21,4,low
epistle_to_gospel,2Tim 4:8,Mark 2:19-22,4,low
epistle_to_gospel,2Tim 4:8,Mark 2:20,4,low
epistle_to_gospel,2Tim 4:8,Mark 2:20-21,4,low
epistle_to_gospel,2Tim 4:8,Mark 2:20-22,4,low
epistle_to_gospel,2Tim 4:8,Mark 2:20-23,4,low
epistle_to_gospel,2Tim 4:8,Mark 4:32-35,4,low
epistle_to_gospel,2Tim 4:8,Mark 4:33-35,4,low
epistle_to_gospel,2Tim 4:8,Mark 4:33-36,4,low
epistle_to_gospel,2Tim 4:8,Mark 4:34-35,4,low
epistle_to_gospel,2Tim 4:8,Mark 4:34-36,4,low
epistle_to_gospel,2Tim 4:8,Mark 4:34-37,4,low
epistle_to_gospel,2Tim 4:8,Mark 4:35,4,low
epistle_to_gospel,2Tim 4:8,Mark 4:35-36,4,low
epistle_to_gospel,2Tim 4:8,Mark 4:35-37,4,low
epistle_to_gospel,2Tim 4:8,Mark 4:35-38,4,low
epistle_to_gospel,2Tim 4:8,Matt 22:20-23,4,low
epistle_to_gospel,2Tim 4:8,Matt 22:21-23,4,low
epistle_to_gospel,2Tim 4:8,Matt 22:21-24,4,low
epistle_to_gospel,2Tim 4:8,Matt 22:22-23,4,low
epistle_to_gospel,2Tim 4:8,Matt 22:22-24,4,low
epistle_to_gospel,2Tim 4:8,Matt 22:22-25,4,low
epistle_to_gospel,2Tim 4:8,Matt 22:23,4,low
epistle_to_gospel,2Tim 4:8,Matt 22:23-24,4,low
epistle_to_gospel,2Tim 4:8,Matt 22:23-25,4,low
epistle_to_gospel,2Tim 4:8,Matt 22:23-26,4,low
epistle_to_gospel,2Tim 4:8,Matt 7:19-22,4,low
epistle_to_gospel,2Tim 4:8,Matt 7:20-22,4,low
epistle_to_gospel,2Tim 4:8,Matt 7:20-23,4,low
epistle_to_gospel,2Tim 4:8,Matt 7:21-22,4,low
epistle_to_gospel,2Tim 4:8,Matt 7:21-23,4,low
epistle_to_gospel,2Tim 4:8,Matt 7:21-24,4,low
epistle_to_gospel,2Tim 4:8,Matt 7:22,4,low
epistle_to_gospel,2Tim 4:8,Matt 7:22-23,4,low
epistle_to_gospel,2Tim 4:8,Matt 7:22-24,4,low
epistle_to_gospel,2Tim 4:8,Matt 7:22-25,4,low
epistle_to_gospel,Col 1:13,John 3:2-5,4,low
epistle_to_gospel,Col 1:13,John 3:3-5,4,low
epistle_to_gospel,Col 1:13,John 3:3-6,4,low
epistle_to_gospel,Col 1:13,John 3:4-5,4,low
epistle_to_gospel,Col 1:13,John 3:4-6,4,low
epistle_to_gospel,Col 1:13,John 3:4-7,4,low
epistle_to_gospel,Col 1:13,John 3:5,4,low
epistle_to_gospel,Col 1:13,John 3:5-6,4,low
epistle_to_gospel,Col 1:13,John 3:5-7,4,low
epistle_to_gospel,Col 1:13,John 3:5-8,4,low
epistle_to_gospel,Col 1:13,Luke 18:21-24,4,low
epistle_to_gospel,Col 1:13,Luke 18:22-24,4,low
epistle_to_gospel,Col 1:13,Luke 18:22-25,4,low
epistle_to_gospel,Col 1:13,Luke 18:23-24,4,low
epistle_to_gospel,Col 1:13,Luke 18:23-25,4,low
epistle_to_gospel,Col 1:13,Luke 18:23-26,4,low
epistle_to_gospel,Col 1:13,Luke 18:24,4,low
epistle_to_gospel,Col 1:13,Luke 18:24-25,4,low
epistle_to_gospel,Col 1:13,Luke 18:24-26,4,low
epistle_to_gospel,Col 1:13,Luke 18:24-27,4,low
epistle_to_gospel,Col 1:13,Luke 18:25,4,low
epistle_to_gospel,Col 1:13,Luke 18:25-26,4,low
epistle_to_gospel,Col 1:13,Luke 18:25-27,4,low
epistle_to_gospel,Col 1:13,Luke 18:25-28,4,low
epistle_to_gospel,Col 1:13,Mark 10:20-23,4,low
epistle_to_gospel,Col 1:13,Mark 10:21-23,4,low
epistle_to_gospel,Col 1:13,Mark 10:21-24,4,low
epistle_to_gospel,Col 1:13,Mark 10:22-23,4,low
epistle_to_gospel,Col 1:13,Mark 10:22-24,4,low
epistle_to_gospel,Col 1:13,Mark 10:22-25,4,low
epistle_to_gospel,Col 1:13,Mark 10:23,4,low
epistle_to_gospel,Col 1:13,Mark 10:23-24,4,low
epistle_to_gospel,Col 1:13,Mark 10:23-25,4,low
epistle_to_gospel,Col 1:13,Mark 10:23-26,4,low
epistle_to_gospel,Col 1:13,Mark 10:24,4,low
epistle_to_gospel,Col 1:13,Mark 10:24-25,4,low
epistle_to_gospel,Col 1:13,Mark 10:24-26,4,low
epistle_to_gospel,Col 1:13,Mark 10:24-27,4,low
epistle_to_gospel,Col 1:13,Mark 10:25,4,low
epistle_to_gospel,Col 1:13,Mark 10:25-26,4,low
epistle_to_gospel,Col 1:13,Mark 10:25-27,4,low
epistle_to_gospel,Col 1:13,Mark 10:25-28,4,low
epistle_to_gospel,Col 1:13,Mark 9:42-47,4,low
epistle_to_gospel,Col 1:13,Mark 9:43-47,4,low
epistle_to_gospel,Col 1:13,Mark 9:43-48,4,low
epistle_to_gospel,Col 1:13,Mark 9:45-47,4,low
epistle_to_gospel,Col 1:13,Mark 9:45-48,4,low
epistle_to_gospel,Col 1:13,Mark 9:45-49,4,low
epistle_to_gospel,Col 1:13,Mark 9:47,4,low
epistle_to_gospel,Col 1:13,Mark 9:47-48,4,low
epistle_to_gospel,Col 1:13,Mark 9:47-49,4,low
epistle_to_gospel,Col 1:13,Mark 9:47-50,4,low
epistle_to_gospel,Col 1:13,Matt 19:21-24,4,low
epistle_to_gospel,Col 1:13,Matt 19:22-24,4,low
epistle_to_gospel,Col 1:13,Matt 19:22-25,4,low
epistle_to_gospel,Col 1:13,Matt 19:23-24,4,low
epistle_to_gospel,Col 1:13,Matt 19:23-25,4,low
epistle_to_gospel,Col 1:13,Matt 19:23-26,4,low
epistle_to_gospel,Col 1:13,Matt 19:24,4,low
epistle_to_gospel,Col 1:13,Matt 19:24-25,4,low
epistle_to_gospel,Col 1:13,Matt 19:24-26,4,low
epistle_to_gospel,Col 1:13,Matt 19:24-27,4,low
epistle_to_gospel,Col 1:13,Matt 21:28-31,4,low
epistle_to_gospel,Col 1:13,Matt 21:29-31,4,low
epistle_to_gospel,Col 1:13,Matt 21:29-32,4,low
epistle_to_gospel,Col 1:13,Matt 21:30-31,4,low
epistle_to_gospel,Col 1:13,Matt 21:30-32,4,low
epistle_to_gospel,Col 1:13,Matt 21:30-33,4,low
epistle_to_gospel,Col 1:13,Matt 21:31,4,low
epistle_to_gospel,Col 1:13,Matt 21:31-32,4,low
epistle_to_gospel,Col 1:13,Matt 21:31-33,4,low
epistle_to_gospel,Col 1:13,Matt 21:31-34,4,low
epistle_to_gospel,Col 1:16,Luke 21:22-25,4,low
epistle_to_gospel,Col 1:16,Luke 21:23-25,4,low
epistle_to_gospel,Col 1:16,Luke 21:23-26,4,low
epistle_to_gospel,Col 1:16,Luke 21:24-25,4,low
epistle_to_gospel,Col 1:16,Luke 21:24-26,4,low
epistle_to_gospel,Col 1:16,Luke 21:24-27,4,low
epistle_to_gospel,Col 1:16,Luke 21:25,4,low
epistle_to_gospel,Col 1:16,Luke 21:25-26,4,low
epistle_to_gospel,Col 1:16,Luke 21:25-27,4,low
epistle_to_gospel,Col 1:16,Luke 21:25-28,4,low
epistle_to_gospel,Col 1:16,Matt 16:16-19,4,low
epistle_to_gospel,Col 1:16,Matt 16:17-19,4,low
epistle_to_gospel,Col 1:16,Matt 16:17-20,4,low
epistle_to_gospel,Col 1:16,Matt 16:18-19,4,low
epistle_to_gospel,Col 1:16,Matt 16:18-20,4,low
epistle_to_gospel,Col 1:16,Matt 16:18-21,4,low
epistle_to_gospel,Col 1:16,Matt 16:19,4,low
epistle_to_gospel,Col 1:16,Matt 16:19-20,4,low
epistle_to_gospel,Col 1:16,Matt 16:19-21,4,low
epistle_to_gospel,Col 1:16,Matt 16:19-22,4,low
epistle_to_gospel,Col 1:16,Matt 28:15-18,4,low
epistle_to_gospel,Col 1:16,Matt 28:16-18,4,low
epistle_to_gospel,Col 1:16,Matt 28:16-19,4,low
epistle_to_gospel,Col 1:16,Matt 28:17-18,4,low
epistle_to_gospel,Col 1:16,Matt 28:17-19,4,low
epistle_to_gospel,Col 1:16,Matt 28:17-20,4,low
epistle_to_gospel,Col 1:16,Matt 28:18,4,low
epistle_to_gospel,Col 1:16,Matt 28:18-19,4,low
epistle_to_gospel,Col 1:16,Matt 28:18-20,4,low
epistle_to_gospel,Col 1:25,Luke 11:25-28,4,low
epistle_to_gospel,Col 1:25,Luke 11:26-28,4,low
epistle_to_gospel,Col 1:25,Luke 11:26-29,4,low
epistle_to_gospel,Col 1:25,Luke 11:27-28,4,low
epistle_to_gospel,Col 1:25,Luke 11:27-29,4,low
epistle_to_gospel,Col 1:25,Luke 11:27-30,4,low
epistle_to_gospel,Col 1:25,Luke 11:28,4,low
epistle_to_gospel,Col 1:25,Luke 11:28-29,4,low
epistle_to_gospel,Col 1:25,Luke 11:28-30,4,low
epistle_to_gospel,Col 1:25,Luke 11:28-31,4,low
epistle_to_gospel,Col 1:25,Luke 4:42-5:1,4,low
epistle_to_gospel,Col 1:25,Luke 4:43-5:1,4,low
epistle_to_gospel,Col 1:25,Luke 4:43-5:2,4,low
epistle_to_gospel,Col 1:25,Luke 4:44-5:1,4,low
epistle_to_gospel,Col 1:25,Luke 4:44-5:2,4,low
epistle_to_gospel,Col 1:25,Luke 4:44-5:3,4,low
epistle_to_gospel,Col 1:25,Luke 5:1,4,low
epistle_to_gospel,Col 1:25,Luke 5:1-2,4,low
epistle_to_gospel,Col 1:25,Luke 5:1-3,4,low
epistle_to_gospel,Col 1:25,Luke 5:1-4,4,low
epistle_to_gospel,Col 1:25,Luke 8:18-21,4,low
epistle_to_gospel,Col 1:25,Luke 8:19-21,4,low
epistle_to_gospel,Col 1:25,Luke 8:19-22,4,low
epistle_to_gospel,Col 1:25,Luke 8:20-21,4,low
epistle_to_gospel,Col 1:25,Luke 8:20-22,4,low
epistle_to_gospel,Col 1:25,Luke 8:20-23,4,low
epistle_to_gospel,Col 1:25,Luke 8:21,4,low
epistle_to_gospel,Col 1:25,Luke 8:21-22,4,low
epistle_to_gospel,Col 1:25,Luke 8:21-23,4,low
epistle_to_gospel,Col 1:25,Luke 8:21-24,4,low
epistle_to_gospel,Col 1:25,Mark 7:10-13,4,low
epistle_to_gospel,Col 1:25,Mark 7:11-13,4,low
epistle_to_gospel,Col 1:25,Mark 7:11-14,4,low
epistle_to_gospel,Col 1:25,Mark 7:12-13,4,low
epistle_to_gospel,Col 1:25,Mark 7:12-14,4,low
epistle_to_gospel,Col 1:25,Mark 7:12-15,4,low
epistle_to_gospel,Col 1:25,Mark 7:13,4,low
epistle_to_gospel,Col 1:25,Mark 7:13-14,4,low
epistle_to_gospel,Col 1:25,Mark 7:13-15,4,low
epistle_to_gospel,Col 1:25,Mark 7:13-17,4,low
epistle_to_gospel,Col 1:25,Matt 15:3-6,4,low
epistle_to_gospel,Col 1:25,Matt 15:4-6,4,low
epistle_to_gospel,Col 1:25,Matt 15:4-7,4,low
epistle_to_gospel,Col 1:25,Matt 15:5-6,4,low
epistle_to_gospel,Col 1:25,Matt 15:5-7,4,low
epistle_to_gospel,Col 1:25,Matt 15:5-8,4,low
epistle_to_gospel,Col 1:25,Matt 15:6,4,low
epistle_to_gospel,Col 1:25,Matt 15:6-7,4,low
epistle_to_gospel,Col 1:25,Matt 15:6-8,4,low
epistle_to_gospel,Col 1:25,Matt 15:6-9,4,low
epistle_to_gospel,Col 1:6,Matt 22:13-16,4,low
epistle_to_gospel,Col 1:6,Matt 22:14-16,4,low
epistle_to_gospel,Col 1:6,Matt 22:14-17,4,low
epistle_to_gospel,Col 1:6,Matt 22:15-16,4,low
epistle_to_gospel,Col 1:6,Matt 22:15-17,4,low
epistle_to_gospel,Col 1:6,Matt 22:15-18,4,low
epistle_to_gospel,Col 1:6,Matt 22:16,4,low
epistle_to_gospel,Col 1:6,Matt 22:16-17,4,low
epistle_to_gospel,Col 1:6,Matt 22:16-18,4,low
epistle_to_gospel,Col 1:6,Matt 22:16-19,4,low
epistle_to_gospel,Col 2:15,Luke 12:10-11,5,low
epistle_to_gospel,Col 2:15,Luke 12:10-12,5,low
epistle_to_gospel,Col 2:15,Luke 12:10-13,5,low
epistle_to_gospel,Col 2:15,Luke 12:11,5,low
epistle_to_gospel,Col 2:15,Luke 12:11-12,5,low
epistle_to_gospel,Col 2:15,Luke 12:11-13,5,low
epistle_to_gospel,Col 2:15,Luke 12:11-14,5,low
epistle_to_gospel,Col 2:15,Luke 12:8-11,5,low
epistle_to_gospel,Col 2:15,Luke 12:9-11,5,low
epistle_to_gospel,Col 2:15,Luke 12:9-12,5,low
epistle_to_gospel,Col 2:8,Mark 13:2-5,4,low
epistle_to_gospel,Col 2:8,Mark 13:3-5,4,low
epistle_to_gospel,Col 2:8,Mark 13:3-6,4,low
epistle_to_gospel,Col 2:8,Mark 13:4-5,4,low
epistle_to_gospel,Col 2:8,Mark 13:4-6,4,low
epistle_to_gospel,Col 2:8,Mark 13:4-7,4,low
epistle_to_gospel,Col 2:8,Mark 13:5,4,low
epistle_to_gospel,Col 2:8,Mark 13:5-6,4,low
epistle_to_gospel,Col 2:8,Mark 13:5-7,4,low
epistle_to_gospel,Col 2:8,Mark 13:5-8,4,low
epistle_to_gospel,Col 2:8,Mark 7:2-5,4,low
epistle_to_gospel,Col 2:8,Mark 7:3-5,4,low
epistle_to_gospel,Col 2:8,Mark 7:3-6,4,low
epistle_to_gospel,Col 2:8,Mark 7:4-5,4,low
epistle_to_gospel,Col 2:8,Mark 7:4-6,4,low
epistle_to_gospel,Col 2:8,Mark 7:4-7,4,low
epistle_to_gospel,Col 2:8,Mark 7:5,4,low
epistle_to_gospel,Col 2:8,Mark 7:5-6,4,low
epistle_to_gospel,Col 2:8,Mark 7:5-7,4,low
epistle_to_gospel,Col 2:8,Mark 7:5-8,4,low
epistle_to_gospel,Col 2:8,Mark 7:6-8,4,low
epistle_to_gospel,Col 2:8,Mark 7:6-9,4,low
epistle_to_gospel,Col 2:8,Mark 7:7-10,4,low
epistle_to_gospel,Col 2:8,Mark 7:7-8,4,low
epistle_to_gospel,Col 2:8,Mark 7:7-9,4,low
epistle_to_gospel,Col 2:8,Mark 7:8,4,low
epistle_to_gospel,Col 2:8,Mark 7:8-10,4,low
epistle_to_gospel,Col 2:8,Mark 7:8-11,4,low
epistle_to_gospel,Col 2:8,Mark 7:8-9,4,low
epistle_to_gospel,Col 2:8,Matt 24:1-4,4,low
epistle_to_gospel,Col 2:8,Matt 24:2-4,4,low
epistle_to_gospel,Col 2:8,Matt 24:2-5,4,low
epistle_to_gospel,Col 2:8,Matt 24:3-4,4,low
epistle_to_gospel,Col 2:8,Matt 24:3-5,4,low
epistle_to_gospel,Col 2:8,Matt 24:3-6,4,low
epistle_to_gospel,Col 2:8,Matt 24:4,4,low
epistle_to_gospel,Col 2:8,Matt 24:4-5,4,low
epistle_to_gospel,Col 2:8,Matt 24:4-6,4,low
epistle_to_gospel,Col 2:8,Matt 24:4-7,4,low
epistle_to_gospel,Col 3:15,Luke 21:11-14,4,low
epistle_to_gospel,Col 3:15,Luke 21:12-14,4,low
epistle_to_gospel,Col 3:15,Luke 21:12-15,4,low
epistle_to_gospel,Col 3:15,Luke 21:13-14,4,low
epistle_to_gospel,Col 3:15,Luke 21:13-15,4,low
epistle_to_gospel,Col 3:15,Luke 21:13-16,4,low
epistle_to_gospel,Col 3:15,Luke 21:14,4,low
epistle_to_gospel,Col 3:15,Luke 21:14-15,4,low
epistle_to_gospel,Col 3:15,Luke 21:14-16,4,low
epistle_to_gospel,Col 3:15,Luke 21:14-17,4,low
epistle_to_gospel,Col 3:15,Luke 5:19-22,4,low
epistle_to_gospel,Col 3:15,Luke 5:20-22,4,low
epistle_to_gospel,Col 3:15,Luke 5:20-23,4,low
epistle_to_gospel,Col 3:15,Luke 5:21-22,4,low
epistle_to_gospel,Col 3:15,Luke 5:21-23,4,low
epistle_to_gospel,Col 3:15,Luke 5:21-24,4,low
epistle_to_gospel,Col 3:15,Luke 5:22,4,low
epistle_to_gospel,Col 3:15,Luke 5:22-23,4,low
epistle_to_gospel,Col 3:15,Luke 5:22-24,4,low
epistle_to_gospel,Col 3:15,Luke 5:22-25,4,low
epistle_to_gospel,Col 3:15,Mark 2:5-8,4,low
epistle_to_gospel,Col 3:15,Mark 2:6-8,4,low
epistle_to_gospel,Col 3:15,Mark 2:6-9,4,low
epistle_to_gospel,Col 3:15,Mark 2:7-10,4,low
epistle_to_gospel,Col 3:15,Mark 2:7-8,4,low
epistle_to_gospel,Col 3:15,Mark 2:7-9,4,low
epistle_to_gospel,Col 3:15,Mark 2:8,4,low
epistle_to_gospel,Col 3:15,Mark 2:8-10,4,low
epistle_to_gospel,Col 3:15,Mark 2:8-11,4,low
epistle_to_gospel,Col 3:15,Mark 2:8-9,4,low
epistle_to_gospel,Col 3:15,Matt 9:1-4,4,low
epistle_to_gospel,Col 3:15,Matt 9:2-4,4,low
epistle_to_gospel,Col 3:15,Matt 9:2-5,4,low
epistle_to_gospel,Col 3:15,Matt 9:3-4,4,low
epistle_to_gospel,Col 3:15,Matt 9:3-5,4,low
epistle_to_gospel,Col 3:15,Matt 9:3-6,4,low
epistle_to_gospel,Col 3:15,Matt 9:4,4,low
epistle_to_gospel,Col 3:15,Matt 9:4-5,4,low
epistle_to_gospel,Col 3:15,Matt 9:4-6,4,low
epistle_to_gospel,Col 3:15,Matt 9:4-7,4,low
epistle_to_gospel,Col 3:16,Luke 21:11-14,4,low
epistle_to_gospel,Col 3:16,Luke 21:12-14,4,low
epistle_to_gospel,Col 3:16,Luke 21:12-15,4,low
epistle_to_gospel,Col 3:16,Luke 21:13-14,4,low
epistle_to_gospel,Col 3:16,Luke 21:13-15,4,low
epistle_to_gospel,Col 3:16,Luke 21:13-16,4,low
epistle_to_gospel,Col 3:16,Luke 21:14,4,low
epistle_to_gospel,Col 3:16,Luke 21:14-15,4,low
epistle_to_gospel,Col 3:16,Luke 21:14-16,4,low
epistle_to_gospel,Col 3:16,Luke 21:14-17,4,low
epistle_to_gospel,Col 3:16,Luke 5:19-22,4,low
epistle_to_gospel,Col 3:16,Luke 5:20-22,4,low
epistle_to_gospel,Col 3:16,Luke 5:20-23,4,low
epistle_to_gospel,Col 3:16,Luke 5:21-22,4,low
epistle_to_gospel,Col 3:16,Luke 5:21-23,4,low
epistle_to_gospel,Col 3:16,Luke 5:21-24,4,low
epistle_to_gospel,Col 3:16,Luke 5:22,4,low
epistle_to_gospel,Col 3:16,Luke 5:22-23,4,low
epistle_to_gospel,Col 3:16,Luke 5:22-24,4,low
epistle_to_gospel,Col 3:16,Luke 5:22-25,4,low
epistle_to_gospel,Col 3:16,Mark 2:5-8,4,low
epistle_to_gospel,Col 3:16,Mark 2:6-8,4,low
epistle_to_gospel,Col 3:16,Mark 2:6-9,4,low
epistle_to_gospel,Col 3:16,Mark 2:7-10,4,low
epistle_to_gospel,Col 3:16,Mark 2:7-8,4,low
epistle_to_gospel,Col 3:16,Mark 2:7-9,4,low
epistle_to_gospel,Col 3:16,Mark 2:8,4,low
epistle_to_gospel,Col 3:16,Mark 2:8-10,4,low
epistle_to_gospel,Col 3:16,Mark 2:8-11,4,low
epistle_to_gospel,Col 3:16,Mark 2:8-9,4,low
epistle_to_gospel,Col 3:16,Matt 9:1-4,4,low
epistle_to_gospel,Col 3:16,Matt 9:2-4,4,low
epistle_to_gospel,Col 3:16,Matt 9:2-5,4,low
epistle_to_gospel,Col 3:16,Matt 9:3-4,4,low
epistle_to_gospel,Col 3:16,Matt 9:3-5,4,low
epistle_to_gospel,Col 3:16,Matt 9:3-6,4,low
epistle_to_gospel,Col 3:16,Matt 9:4,4,low
epistle_to_gospel,Col 3:16,Matt 9:4-5,4,low
epistle_to_gospel,Col 3:16,Matt 9:4-6,4,low
epistle_to_gospel,Col 3:16,Matt 9:4-7,4,low
epistle_to_gospel,Col 3:6,John 3:33-36,4,low
epistle_to_gospel,Col 3:6,John 3:34-36,4,low
epistle_to_gospel,Col 3:6,John 3:34-4:1,4,low
epistle_to_gospel,Col 3:6,John 3:35-36,4,low
epistle_to_gospel,Col 3:6,John 3:35-4:1,4,low
epistle_to_gospel,Col 3:6,John 3:35-4:2,4,low
epistle_to_gospel,Col 3:6,John 3:36,4,low
epistle_to_gospel,Col 3:6,John 3:36-4:1,4,low
epistle_to_gospel,Col 3:6,John 3:36-4:2,4,low
epistle_to_gospel,Col 3:6,John 3:36-4:3,4,low
epistle_to_gospel,Col 4:11,John 3:2-5,5,low
epistle_to_gospel,Col 4:11,John 3:3-5,5,low
epistle_to_gospel,Col 4:11,John 3:3-6,5,low
epistle_to_gospel,Col 4:11,John 3:4-5,5,low
epistle_to_gospel,Col 4:11,John 3:4-6,5,low
epistle_to_gospel,Col 4:11,John 3:4-7,5,low
epistle_to_gospel,Col 4:11,John 3:5,5,low
epistle_to_gospel,Col 4:11,John 3:5-6,5,low
epistle_to_gospel,Col 4:11,John 3:5-7,5,low
epistle_to_gospel,Col 4:11,John 3:5-8,5,low
epistle_to_gospel,Col 4:11,Luke 18:21-24,5,low
epistle_to_gospel,Col 4:11,Luke 18:22-24,5,low
epistle_to_gospel,Col 4:11,Luke 18:22-25,5,low
epistle_to_gospel,Col 4:11,Luke 18:23-24,5,low
epistle_to_gospel,Col 4:11,Luke 18:23-25,5,low
epistle_to_gospel,Col 4:11,Luke 18:23-26,5,low
epistle_to_gospel,Col 4:11,Luke 18:24,5,low
epistle_to_gospel,Col 4:11,Luke 18:24-25,5,low
epistle_to_gospel,Col 4:11,Luke 18:24-26,5,low
epistle_to_gospel,Col 4:11,Luke 18:24-27,5,low
epistle_to_gospel,Col 4:11,Luke 18:25,5,low
epistle_to_gospel,Col 4:11,Luke 18:25-26,5,low
epistle_to_gospel,Col 4:11,Luke 18:25-27,5,low
epistle_to_gospel,Col 4:11,Luke 18:25-28,5,low
epistle_to_gospel,Col 4:11,Mark 10:20-23,5,low
epistle_to_gospel,Col 4:11,Mark 10:21-23,5,low
epistle_to_gospel,Col 4:11,Mark 10:21-24,5,low
epistle_to_gospel,Col 4:11,Mark 10:22-23,5,low
epistle_to_gospel,Col 4:11,Mark 10:22-24,5,low
epistle_to_gospel,Col 4:11,Mark 10:22-25,5,low
epistle_to_gospel,Col 4:11,Mark 10:23,5,low
epistle_to_gospel,Col 4:11,Mark 10:23-24,5,low
epistle_to_gospel,Col 4:11,Mark 10:23-25,5,low
epistle_to_gospel,Col 4:11,Mark 10:23-26,5,low
epistle_to_gospel,Col 4:11,Mark 10:24,5,low
epistle_to_gospel,Col 4:11,Mark 10:24-25,5,low
epistle_to_gospel,Col 4:11,Mark 10:24-26,5,low
epistle_to_gospel,Col 4:11,Mark 10:24-27,5,low
epistle_to_gospel,Col 4:11,Mark 10:25,5,low
epistle_to_gospel,Col 4:11,Mark 10:25-26,5,low
epistle_to_gospel,Col 4:11,Mark 10:25-27,5,low
epistle_to_gospel,Col 4:11,Mark 10:25-28,5,low
epistle_to_gospel,Col 4:11,Mark 9:42-47,5,low
epistle_to_gospel,Col 4:11,Mark 9:43-47,5,low
epistle_to_gospel,Col 4:11,Mark 9:43-48,5,low
epistle_to_gospel,Col 4:11,Mark 9:45-47,5,low
epistle_to_gospel,Col 4:11,Mark 9:45-48,5,low
epistle_to_gospel,Col 4:11,Mark 9:45-49,5,low
epistle_to_gospel,Col 4:11,Mark 9:47,5,low
epistle_to_gospel,Col 4:11,Mark 9:47-48,5,low
epistle_to_gospel,Col 4:11,Mark 9:47-49,5,low
epistle_to_gospel,Col 4:11,Mark 9:47-50,5,low
epistle_to_gospel,Col 4:11,Matt 19:21-24,5,low
epistle_to_gospel,Col 4:11,Matt 19:22-24,5,low
epistle_to_gospel,Col 4:11,Matt 19:22-25,5,low
epistle_to_gospel,Col 4:11,Matt 19:23-24,5,low
epistle_to_gospel,Col 4:11,Matt 19:23-25,5,low
epistle_to_gospel,Col 4:11,Matt 19:23-26,5,low
epistle_to_gospel,Col 4:11,Matt 19:24,5,low
epistle_to_gospel,Col 4:11,Matt 19:24-25,5,low
epistle_to_gospel,Col 4:11,Matt 19:24-26,5,low
epistle_to_gospel,Col 4:11,Matt 19:24-27,5,low
epistle_to_gospel,Col 4:11,Matt 21:28-31,5,low
epistle_to_gospel,Col 4:11,Matt 21:29-31,5,low
epistle_to_gospel,Col 4:11,Matt 21:29-32,5,low
epistle_to_gospel,Col 4:11,Matt 21:30-31,5,low
epistle_to_gospel,Col 4:11,Matt 21:30-32,5,low
epistle_to_gospel,Col 4:11,Matt 21:30-33,5,low
epistle_to_gospel,Col 4:11,Matt 21:31,5,low
epistle_to_gospel,Col 4:11,Matt 21:31-32,5,low
epistle_to_gospel,Col 4:11,Matt 21:31-33,5,low
epistle_to_gospel,Col 4:11,Matt 21:31-34,5,low
epistle_to_gospel,Col 4:11,John 2:25-3:3,4,low
epistle_to_gospel,Col 4:11,John 3:1-3,4,low
epistle_to_gospel,Col 4:11,John 3:1-4,4,low
epistle_to_gospel,Col 4:11,John 3:2-3,4,low
epistle_to_gospel,Col 4:11,John 3:2-4,4,low
epistle_to_gospel,Col 4:11,John 3:3,4,low
epistle_to_gospel,Col 4:11,John 3:3-4,4,low
epistle_to_gospel,Col 4:11,Luke 13:17-20,4,low
epistle_to_gospel,Col 4:11,Luke 13:18-20,4,low
epistle_to_gospel,Col 4:11,Luke 13:18-21,4,low
epistle_to_gospel,Col 4:11,Luke 13:19-20,4,low
epistle_to_gospel,Col 4:11,Luke 13:19-21,4,low
epistle_to_gospel,Col 4:11,Luke 13:19-22,4,low
epistle_to_gospel,Col 4:11,Luke 13:20,4,low
epistle_to_gospel,Col 4:11,Luke 13:20-21,4,low
epistle_to_gospel,Col 4:11,Luke 13:20-22,4,low
epistle_to_gospel,Col 4:11,Luke 13:20-23,4,low
epistle_to_gospel,Col 4:11,Luke 18:14-17,4,low
epistle_to_gospel,Col 4:11,Luke 18:15-17,4,low
epistle_to_gospel,Col 4:11,Luke 18:15-18,4,low
epistle_to_gospel,Col 4:11,Luke 18:16-17,4,low
epistle_to_gospel,Col 4:11,Luke 18:16-18,4,low
epistle_to_gospel,Col 4:11,Luke 18:16-19,4,low
epistle_to_gospel,Col 4:11,Luke 18:17,4,low
epistle_to_gospel,Col 4:11,Luke 18:17-18,4,low
epistle_to_gospel,Col 4:11,Luke 18:17-19,4,low
epistle_to_gospel,Col 4:11,Luke 18:17-20,4,low
epistle_to_gospel,Col 4:11,Luke 23:48-51,4,low
epistle_to_gospel,Col 4:11,Luke 23:49-51,4,low
epistle_to_gospel,Col 4:11,Luke 23:49-52,4,low
epistle_to_gospel,Col 4:11,Luke 23:50-51,4,low
epistle_to_gospel,Col 4:11,Luke 23:50-52,4,low
