source_ref,target_ref,rank,score
Matt 1:24,Mark 15:32,18,0.13511662185192108
Matt 1:24,Mark 8:11,19,0.13371862471103668
Matt 1:24,Mark 14:61,20,0.1330576390028
Matt 1:25,Mark 14:32,1,0.23459050059318542
Matt 1:25,Mark 3:17,2,0.16889049112796783
Matt 1:25,Mark 4:25,3,0.16460224986076355
Matt 1:25,Mark 6:19,4,0.16321270167827606
Matt 1:25,Mark 1:25,5,0.16305993497371674
Matt 1:25,Mark 10:11,6,0.160560742020607
Matt 1:25,Mark 3:16,7,0.15916363894939423
Matt 1:25,Mark 4:13,8,0.15872031450271606
Matt 1:25,Mark 6:14,9,0.15562134981155396
Matt 1:25,Mark 14:61,10,0.15361332893371582
Matt 1:25,Mark 9:27,11,0.1515696793794632
Matt 1:25,Mark 9:30,12,0.14834272861480713
Matt 1:25,Mark 5:22,13,0.1482745260000229
Matt 1:25,Mark 3:31,14,0.14483734965324402
Matt 1:25,Mark 3:13,15,0.1443275511264801
Matt 1:25,Mark 5:6,16,0.14283891022205353
Matt 1:25,Mark 5:9,17,0.14217203855514526
Matt 1:25,Mark 1:36,18,0.14183470606803894
Matt 1:25,Mark 9:39,19,0.14124786853790283
Matt 1:25,Mark 1:20,20,0.14110223948955536
Matt 2:1,Mark 1:9,1,0.15697747468948364
Matt 2:1,Mark 13:17,2,0.14085347950458527
Matt 2:1,Mark 10:33,3,0.1397419571876526
Matt 2:1,Mark 10:32,4,0.13973289728164673
Matt 2:1,Mark 3:7,5,0.13442620635032654
Matt 2:1,Mark 11:27,6,0.13263027369976044
Matt 2:1,Mark 15:2,7,0.13128523528575897
Matt 2:1,Mark 15:41,8,0.1309981793165207
Matt 2:1,Mark 13:14,9,0.12818606197834015
Matt 2:1,Mark 15:26,10,0.125514417886734
Matt 2:1,Mark 2:20,11,0.12354151159524918
Matt 2:1,Mark 15:9,12,0.12352804839611053
Matt 2:1,Mark 8:15,13,0.12081903964281082
Matt 2:1,Mark 4:35,14,0.11886075884103775
